jpg_id,coordinates,monkey_name,body_part
3407,"(0.103693, 0.053597, 0.723735, 0.950635)",94B,Body
3408,"(0.101577, 0.07757399999999999, 0.6856439999999999, 0.9844849999999999)",94B,Body
3408,"(0.234897, 0.07334299999999999, 0.677179, 0.366714)",94B,Face
3408,"(0.28356899999999996, 0.576869, 0.6856439999999999, 0.905501)",98K,Body
3408,"(0.35128699999999996, 0.578279, 0.683528, 0.771509)",98K,Face
3409,"(0.306847, 0.136812, 0.636972, 0.35402)",81G,Face
3409,"(0.45498000000000005, 0.425952, 0.702573, 0.5571229999999999)",59K,Face
3409,"(0.395727, 0.4189, 0.715271, 0.753173)",59K,Body
3409,"(0.023278, 0.133992, 0.8612869999999999, 0.823695)",81G,Body
3410,"(0.406308, 0.410437, 0.656017, 0.545839)",59K,Face
3410,"(0.383029, 0.409027, 0.6898759999999999, 0.7743300000000001)",59K,Body
3410,"(0.270872, 0.11706599999999999, 0.603113, 0.33991499999999997)",81G,Face
3410,"(0.0, 0.10860399999999999, 0.8189639999999999, 0.8392100000000001)",81G,Body
3411,"(0.004232, 0.11706599999999999, 0.973445, 1.0)",110E,Body
3411,"(0.672947, 0.132581, 0.973445, 0.35543)",110E,Face
3412,"(0.243361, 0.111425, 0.57137, 0.376587)",110E,Face
3412,"(0.059253, 0.107193, 0.948051, 0.9732019999999999)",110E,Body
3413,"(0.378797, 0.081805, 0.7597100000000001, 0.31029599999999996)",110E,Face
3413,"(0.08888, 0.07334299999999999, 0.895146, 0.9788429999999999)",110E,Body
3414,"(0.41054, 0.090268, 0.7681749999999999, 0.330042)",110E,Face
3414,"(0.084647, 0.086037, 0.850706, 0.981664)",110E,Body
3415,"(0.165062, 0.22708000000000003, 0.431702, 0.475317)",110E,Face
3415,"(0.097344, 0.172073, 1.0, 0.895628)",110E,Body
3416,"(0.20527, 0.057828, 0.698341, 0.368124)",110E,Face
3416,"(0.186224, 0.055007, 1.0, 1.0)",110E,Body
3417,"(0.010581, 0.045134, 0.9586319999999999, 1.0)",110E,Body
3417,"(0.245477, 0.047955, 0.840125, 0.44428799999999996)",110E,Face
3418,"(0.41265599999999997, 0.172073, 0.740665, 0.389281)",81G,Face
3418,"(0.389378, 0.456982, 0.624275, 0.6022569999999999)",59K,Face
3418,"(0.372449, 0.45275000000000004, 0.6856439999999999, 0.827927)",59K,Body
3418,"(0.224316, 0.16925199999999999, 0.952283, 0.885755)",81G,Body
3419,"(0.306847, 0.44992899999999997, 0.55444, 0.596615)",59K,Face
3419,"(0.289917, 0.447109, 0.605229, 0.7954869999999999)",59K,Body
3419,"(0.270872, 0.180536, 0.6115769999999999, 0.399154)",81G,Face
3419,"(0.169295, 0.17912599999999998, 0.9099600000000001, 0.877292)",81G,Body
3420,"(0.192573, 0.191819, 0.912076, 0.843441)",81G,Body
3420,"(0.27722, 0.431594, 0.658134, 0.788434)",59K,Body
3420,"(0.397843, 0.19323, 0.7448969999999999, 0.44428799999999996)",81G,Face
3420,"(0.29415, 0.434415, 0.539627, 0.568406)",59K,Face
3421,"(0.224316, 0.448519, 0.46132799999999996, 0.586742)",59K,Face
3421,"(0.211619, 0.445698, 0.54386, 0.802539)",59K,Body
3421,"(0.33647299999999997, 0.188999, 0.702573, 0.42877299999999996)",81G,Face
3421,"(0.110042, 0.184767, 0.8443579999999999, 0.868829)",81G,Body
3422,"(0.16294599999999998, 0.197461, 0.8993789999999999, 0.885755)",81G,Body
3422,"(0.28356899999999996, 0.200282, 0.6158100000000001, 0.430183)",81G,Face
3422,"(0.306847, 0.475317, 0.6327389999999999, 0.819464)",59K,Body
3422,"(0.325893, 0.476728, 0.5671379999999999, 0.610719)",59K,Face
3423,"(0.52693, 0.462623, 0.7639429999999999, 0.6304649999999999)",59K,Face
3423,"(0.501536, 0.462623, 0.912076, 0.840621)",59K,Body
3423,"(0.431702, 0.114245, 0.7618269999999999, 0.324401)",81G,Face
3423,"(0.272988, 0.10437199999999999, 1.0, 0.922426)",81G,Body
3424,"(0.33647299999999997, 0.479549, 0.755478, 0.8222849999999999)",59K,Body
3424,"(0.135436, 0.13117099999999998, 0.873984, 0.9069109999999999)",81G,Body
3424,"(0.302614, 0.141044, 0.620042, 0.37094499999999997)",81G,Face
3424,"(0.35340299999999997, 0.47813799999999995, 0.5734859999999999, 0.6205919999999999)",59K,Face
3425,"(0.41900499999999996, 0.497884, 0.6327389999999999, 0.623413)",59K,Face
3425,"(0.389378, 0.49365299999999995, 0.780872, 0.819464)",59K,Body
3425,"(0.251826, 0.20874499999999999, 0.533279, 0.44428799999999996)",81G,Face
3425,"(0.152365, 0.207334, 0.916308, 0.922426)",81G,Body
3426,"(0.264523, 0.145275, 0.558673, 0.389281)",81G,Face
3426,"(0.300498, 0.46685499999999996, 0.531162, 0.623413)",59K,Face
3426,"(0.28356899999999996, 0.461213, 0.7660589999999999, 0.840621)",59K,Body
3426,"(0.158714, 0.145275, 0.895146, 0.933709)",81G,Body
3427,"(0.16083, 0.15373799999999999, 0.929005, 0.919605)",81G,Body
3427,"(0.272988, 0.156559, 0.54386, 0.392102)",81G,Face
3427,"(0.272988, 0.464034, 0.778756, 0.816643)",59K,Body
3427,"(0.29415, 0.46685499999999996, 0.529046, 0.619182)",59K,Face
3428,"(0.24759399999999998, 0.49365299999999995, 0.507884, 0.6248239999999999)",59K,Face
3428,"(0.228548, 0.495063, 0.6115769999999999, 0.827927)",59K,Body
3428,"(0.425353, 0.246827, 0.7427809999999999, 0.47813799999999995)",81G,Face
3428,"(0.120623, 0.24259499999999998, 0.852823, 0.9167839999999999)",81G,Body
3429,"(0.20527, 0.464034, 0.444399, 0.565585)",59K,Face
3429,"(0.18834, 0.45980299999999996, 0.575602, 0.784203)",59K,Body
3429,"(0.395727, 0.22708000000000003, 0.70469, 0.47249599999999997)",81G,Face
3429,"(0.112158, 0.220028, 0.846474, 0.850494)",81G,Body
3430,"(0.169295, 0.23272199999999998, 0.916308, 0.882934)",81G,Body
3430,"(0.304731, 0.235543, 0.5904159999999999, 0.46685499999999996)",81G,Face
3430,"(0.253942, 0.48942199999999997, 0.48883899999999997, 0.590973)",59K,Face
3430,"(0.23912899999999998, 0.490832, 0.622158, 0.7912549999999999)",59K,Body
3431,"(0.241245, 0.43723599999999996, 0.474025, 0.5401969999999999)",59K,Face
3431,"(0.226432, 0.434415, 0.605229, 0.7503529999999999)",59K,Body
3431,"(0.40207499999999996, 0.196051, 0.717387, 0.441467)",81G,Face
3431,"(0.175643, 0.19464, 0.890914, 0.8307479999999999)",81G,Body
3432,"(0.165062, 0.198872, 0.907843, 0.827927)",81G,Body
3432,"(0.370332, 0.20310299999999998, 0.677179, 0.42877299999999996)",81G,Face
3432,"(0.217967, 0.440056, 0.6158100000000001, 0.7461209999999999)",59K,Body
3432,"(0.23912899999999998, 0.44287699999999997, 0.48249000000000003, 0.5444289999999999)",59K,Face
3433,"(0.192573, 0.5359659999999999, 0.41900499999999996, 0.6304649999999999)",59K,Face
3433,"(0.169295, 0.531735, 0.581951, 0.820874)",59K,Body
3433,"(0.24759399999999998, 0.328632, 0.5692539999999999, 0.552891)",81G,Face
3433,"(0.110042, 0.29478099999999996, 0.8845649999999999, 0.895628)",81G,Body
3434,"(0.34493799999999997, 0.272214, 0.658134, 0.504937)",81G,Face
3434,"(0.17987599999999998, 0.26939399999999997, 0.8930300000000001, 0.897038)",81G,Body
3434,"(0.226432, 0.507757, 0.457096, 0.6135400000000001)",59K,Face
3434,"(0.21373499999999998, 0.511989, 0.5988800000000001, 0.811001)",59K,Body
3435,"(0.332241, 0.393512, 0.581951, 0.545839)",59K,Face
3435,"(0.313195, 0.39069099999999995, 0.6475529999999999, 0.7644569999999999)",59K,Body
3435,"(0.594648, 0.10437199999999999, 0.9184239999999999, 0.35543)",81G,Face
3435,"(0.207386, 0.09591000000000001, 0.929005, 0.827927)",81G,Body
3436,"(0.148133, 0.111425, 0.890914, 0.8265159999999999)",81G,Body
3436,"(0.363984, 0.368124, 0.6158100000000001, 0.5218619999999999)",59K,Face
3436,"(0.35128699999999996, 0.366714, 0.6327389999999999, 0.74048)",59K,Body
3436,"(0.5523239999999999, 0.119887, 0.8845649999999999, 0.36389299999999997)",81G,Face
3437,"(0.306847, 0.0042309999999999995, 0.634856, 0.17066299999999998)",81G,Face
3437,"(0.004232, 0.0, 0.8845649999999999, 0.8265159999999999)",81G,Body
3437,"(0.24971000000000002, 0.35543, 0.47190899999999997, 0.502116)",59K,Face
3437,"(0.228548, 0.35402, 0.694109, 0.7052189999999999)",59K,Body
3438,"(0.359751, 0.574048, 0.797802, 0.8942169999999999)",59K,Body
3438,"(0.226432, 0.296192, 0.531162, 0.527504)",81G,Face
3438,"(0.36610000000000004, 0.576869, 0.594648, 0.7193229999999999)",59K,Face
3438,"(0.080415, 0.296192, 0.973445, 1.0)",81G,Body
3439,"(0.173527, 0.228491, 0.520582, 0.5133989999999999)",110E,Face
3439,"(0.158714, 0.220028, 1.0, 1.0)",110E,Body
3440,"(0.256058, 0.119887, 1.0, 1.0)",110E,Body
3440,"(0.272988, 0.11706599999999999, 0.6856439999999999, 0.4189)",110E,Face
3441,"(0.258175, 0.44428799999999996, 0.440166, 0.6135400000000001)",59K,Face
3441,"(0.300498, 0.12129799999999999, 0.7258509999999999, 0.416079)",110E,Face
3441,"(0.061369, 0.12129799999999999, 1.0, 1.0)",110E,Body
3442,"(0.270764, 0.057571, 0.7325579999999999, 0.321071)",110E,Face
3442,"(0.023256, 0.057571, 1.0, 1.0)",110E,Body
3443,"(0.48338899999999996, 0.0465, 0.9019929999999999, 0.21257099999999998)",110E,Face
3443,"(0.17774099999999998, 0.044286, 1.0, 1.0)",110E,Body
3443,"(0.36544899999999997, 0.430679, 0.564784, 0.5491429999999999)",59K,Face
3443,"(0.36711000000000005, 0.429571, 0.571429, 0.762821)",59K,Body
3444,"(0.0, 0.560214, 0.196013, 0.787179)",59K,Body
3444,"(0.0, 0.559107, 0.137874, 0.6598569999999999)",59K,Face
3444,"(0.0, 0.287857, 0.38704299999999997, 0.851393)",81G,Body
3444,"(0.196013, 0.179357, 0.5963459999999999, 0.397464)",110E,Face
3444,"(0.064784, 0.176036, 1.0, 0.8569289999999999)",110E,Body
3445,"(0.227575, 0.199286, 0.5764119999999999, 0.40853599999999995)",110E,Face
3445,"(0.169435, 0.197071, 0.986711, 1.0)",110E,Body
3445,"(0.0, 0.753964, 0.124585, 0.9388569999999999)",81G,Face
3445,"(0.0, 0.7550709999999999, 0.36378699999999997, 1.0)",81G,Body
3446,"(0.186047, 0.21146399999999999, 0.538206, 0.427357)",110E,Face
3446,"(0.151163, 0.21257099999999998, 0.9269100000000001, 1.0)",110E,Body
3447,"(0.22425199999999998, 0.0, 0.812292, 0.852293)",110E,Face
3447,"(0.0, 0.0, 1.0, 1.0)",110E,Body
3448,"(0.19012, 0.067536, 0.5605519999999999, 0.316643)",67G,Face
3448,"(0.0, 0.066429, 0.566445, 0.9897859999999999)",67G,Body
3448,"(0.257475, 0.229179, 1.0, 0.988679)",81G,Body
3448,"(0.458472, 0.518143, 0.7724249999999999, 0.693071)",59K,Face
3448,"(0.5, 0.226964, 0.95515, 0.5081789999999999)",81G,Face
3448,"(0.428571, 0.520357, 0.951827, 0.913393)",59K,Body
3449,"(0.46013299999999996, 0.112929, 0.797342, 0.308893)",67G,Face
3449,"(0.45016599999999996, 0.11182099999999999, 0.828904, 0.36646399999999996)",67G,Body
3449,"(0.15614599999999998, 0.594536, 0.465116, 0.808214)",59K,Face
3449,"(0.147841, 0.45835699999999996, 1.0, 0.87575)",59K,Body
3449,"(0.08970099999999999, 0.197071, 0.42691, 0.555786)",81G,Face
3449,"(0.08970099999999999, 0.195964, 1.0, 1.0)",81G,Body
3450,"(0.287375, 0.48603599999999997, 1.0, 0.911179)",59K,Body
3450,"(0.114618, 0.184893, 1.0, 1.0)",81G,Body
3450,"(0.12292399999999999, 0.187107, 0.47840499999999997, 0.505964)",81G,Face
3450,"(0.28571399999999997, 0.6642859999999999, 0.521595, 0.853607)",59K,Face
3450,"(0.493355, 0.124, 0.8239200000000001, 0.31996399999999997)",67G,Face
3450,"(0.48338899999999996, 0.12178599999999999, 0.857143, 0.383071)",67G,Body
3451,"(0.14285699999999998, 0.205929, 1.0, 0.9621069999999999)",67G,Body
3451,"(0.37873799999999996, 0.20260699999999998, 0.76412, 0.45835699999999996)",67G,Face
3451,"(0.0, 0.005536, 0.353821, 0.8203929999999999)",81G,Body
3452,"(0.186047, 0.044286, 0.564784, 0.308893)",67G,Face
3452,"(0.0, 0.040964, 0.5631229999999999, 1.0)",67G,Body
3452,"(0.347176, 0.536964, 0.9352159999999999, 0.988679)",59K,Body
3452,"(0.0, 0.21478599999999998, 1.0, 1.0)",81G,Body
3452,"(0.44186000000000003, 0.21257099999999998, 0.8604649999999999, 0.48603599999999997)",81G,Face
3452,"(0.357143, 0.536964, 0.6594679999999999, 0.716321)",59K,Face
3453,"(0.152824, 0.034321, 0.498339, 0.298929)",67G,Face
3453,"(0.0, 0.035428999999999995, 0.501661, 0.9720709999999999)",67G,Body
3453,"(0.440199, 0.20260699999999998, 0.8787379999999999, 0.489357)",81G,Face
3453,"(0.0, 0.204821, 1.0, 1.0)",81G,Body
3453,"(0.300664, 0.49932099999999996, 0.629568, 0.691964)",59K,Face
3453,"(0.297342, 0.500429, 0.883721, 0.95325)",59K,Body
3454,"(0.362126, 0.5425, 0.666113, 0.721857)",59K,Face
3454,"(0.35548199999999996, 0.538071, 0.950166, 0.9853569999999999)",59K,Body
3454,"(0.18770799999999999, 0.014393, 0.531561, 0.28121399999999996)",67G,Face
3454,"(0.028239, 0.009963999999999999, 0.528239, 0.983143)",67G,Body
3454,"(0.420266, 0.22475, 0.857143, 0.5070709999999999)",81G,Face
3454,"(0.0, 0.220321, 1.0, 1.0)",81G,Body
3455,"(0.0, 0.016607, 0.583056, 0.936643)",67G,Body
3455,"(0.26245799999999997, 0.49932099999999996, 0.8887039999999999, 0.9355359999999999)",59K,Body
3455,"(0.194352, 0.0155, 0.583056, 0.277893)",67G,Face
3455,"(0.0, 0.179357, 1.0, 1.0)",81G,Body
3455,"(0.41029899999999997, 0.18046399999999999, 0.898671, 0.484929)",81G,Face
3455,"(0.260797, 0.498214, 0.574751, 0.6875359999999999)",59K,Face
3456,"(0.196013, 0.014393, 0.584718, 0.285643)",67G,Face
3456,"(0.0, 0.013286, 0.579734, 0.9621069999999999)",67G,Body
3456,"(0.328904, 0.5347500000000001, 0.654485, 0.7285)",59K,Face
3456,"(0.328904, 0.538071, 0.963455, 0.969857)",59K,Body
3456,"(0.480066, 0.229179, 0.9617939999999999, 0.541393)",81G,Face
3456,"(0.0, 0.229179, 1.0, 1.0)",81G,Body
3457,"(0.0, 0.009963999999999999, 0.5365449999999999, 0.9355359999999999)",67G,Body
3457,"(0.15614599999999998, 0.008857, 0.541528, 0.27235699999999996)",67G,Face
3457,"(0.272425, 0.501536, 0.890365, 0.9488209999999999)",59K,Body
3457,"(0.0, 0.198179, 1.0, 1.0)",81G,Body
3457,"(0.383721, 0.200393, 0.8239200000000001, 0.49489299999999997)",81G,Face
3457,"(0.274086, 0.5081789999999999, 0.583056, 0.699714)",59K,Face
3458,"(0.370432, 0.186, 0.797342, 0.45835699999999996)",81G,Face
3458,"(0.15614599999999998, 0.06975, 0.51495, 0.316643)",67G,Face
3458,"(0.139535, 0.073071, 0.584718, 1.0)",67G,Body
3458,"(0.313953, 0.473857, 0.586379, 0.660964)",59K,Face
3458,"(0.30897, 0.473857, 1.0, 0.9731789999999999)",59K,Body
3458,"(0.0, 0.184893, 1.0, 1.0)",81G,Body
3459,"(0.069767, 0.071964, 0.513289, 1.0)",67G,Body
3459,"(0.260797, 0.532536, 0.945183, 0.9908929999999999)",59K,Body
3459,"(0.061461999999999996, 0.076393, 0.383721, 0.321071)",67G,Face
3459,"(0.0, 0.256857, 1.0, 1.0)",81G,Body
3459,"(0.259136, 0.5347500000000001, 0.528239, 0.7229639999999999)",59K,Face
3459,"(0.328904, 0.253536, 0.769103, 0.5635359999999999)",81G,Face
3460,"(0.11129599999999999, 0.053142999999999996, 0.480066, 0.29339299999999996)",67G,Face
3460,"(0.352159, 0.45835699999999996, 0.9817279999999999, 0.951036)",59K,Body
3460,"(0.016611, 0.048714, 0.697674, 1.0)",67G,Body
3460,"(0.0, 0.174929, 1.0, 1.0)",81G,Body
3460,"(0.528239, 0.177143, 0.956811, 0.47717899999999996)",81G,Face
3460,"(0.353821, 0.461679, 0.5963459999999999, 0.637714)",59K,Face
3461,"(0.40365399999999996, 0.301143, 0.770764, 0.571286)",81G,Face
3461,"(0.23421899999999998, 0.208143, 1.0, 0.9908929999999999)",81G,Body
3461,"(0.37707599999999997, 0.466107, 0.6445179999999999, 0.601179)",59K,Face
3461,"(0.375415, 0.46721399999999996, 0.702658, 0.716321)",59K,Body
3461,"(0.056478, 0.06532099999999999, 0.41029899999999997, 0.336571)",67G,Face
3461,"(0.021595, 0.067536, 0.6046509999999999, 0.9720709999999999)",67G,Body
3462,"(0.08305599999999999, 0.135071, 0.486711, 0.39414299999999997)",67G,Face
3462,"(0.445183, 0.466107, 0.76412, 0.807107)",59K,Body
3462,"(0.07142899999999999, 0.133964, 0.674419, 0.9897859999999999)",67G,Body
3462,"(0.265781, 0.24467899999999998, 1.0, 1.0)",81G,Body
3462,"(0.524917, 0.24467899999999998, 0.973422, 0.5635359999999999)",81G,Face
3462,"(0.45515000000000005, 0.466107, 0.7358800000000001, 0.67425)",59K,Face
3463,"(0.5581400000000001, 0.225857, 0.9883719999999999, 0.555786)",81G,Face
3463,"(0.27740899999999996, 0.22253599999999998, 1.0, 1.0)",81G,Body
3463,"(0.465116, 0.43510699999999997, 0.7325579999999999, 0.634393)",59K,Face
3463,"(0.451827, 0.43510699999999997, 0.775748, 0.776107)",59K,Body
3463,"(0.10299000000000001, 0.119571, 0.511628, 0.374214)",67G,Face
3463,"(0.076412, 0.11735699999999999, 0.7176079999999999, 0.9853569999999999)",67G,Body
3464,"(0.0, 0.091893, 0.646179, 0.951036)",67G,Body
3464,"(0.011628, 0.098536, 0.421927, 0.357607)",67G,Face
3464,"(0.395349, 0.404107, 0.696013, 0.7229639999999999)",59K,Body
3464,"(0.40531599999999995, 0.401893, 0.6727569999999999, 0.603393)",59K,Face
3464,"(0.490033, 0.200393, 0.9136209999999999, 0.523679)",81G,Face
3464,"(0.20265799999999998, 0.19153599999999998, 1.0, 0.9765)",81G,Body
3465,"(0.506645, 0.186, 0.983389, 0.5170359999999999)",81G,Face
3465,"(0.242525, 0.184893, 1.0, 0.9798209999999999)",81G,Body
3465,"(0.416944, 0.403, 0.707641, 0.589)",59K,Face
3465,"(0.41362099999999996, 0.40521399999999996, 0.7508309999999999, 0.729607)",59K,Body
3465,"(0.0, 0.157214, 0.42358799999999996, 0.407429)",67G,Face
3465,"(0.0, 0.153893, 0.612957, 0.95325)",67G,Body
3466,"(0.048173, 0.204821, 0.480066, 0.465)",67G,Face
3466,"(0.48338899999999996, 0.42403599999999997, 0.8056479999999999, 0.7462139999999999)",59K,Body
3466,"(0.048173, 0.208143, 0.754153, 0.943286)",67G,Body
3466,"(0.300664, 0.204821, 1.0, 1.0)",81G,Body
3466,"(0.5581400000000001, 0.42403599999999997, 0.760797, 0.629964)",59K,Face
3466,"(0.6046509999999999, 0.23471399999999998, 1.0, 0.5668569999999999)",81G,Face
3467,"(0.586379, 0.042365, 0.852159, 0.453559)",81G,Face
3467,"(0.372093, 0.029904999999999998, 0.983389, 1.0)",81G,Body
3467,"(0.406977, 0.47848, 0.578073, 0.794975)",59K,Face
3467,"(0.401993, 0.483464, 0.579734, 0.946992)",59K,Body
3467,"(0.240864, 0.0, 0.5083059999999999, 0.32147899999999996)",67G,Face
3467,"(0.127907, 0.0, 0.699336, 1.0)",67G,Body
3468,"(0.34219299999999997, 0.573179, 0.60299, 1.0)",59K,Body
3468,"(0.091362, 0.0, 0.556478, 1.0)",67G,Body
3468,"(0.19933599999999999, 0.0, 0.45016599999999996, 0.343908)",67G,Face
3468,"(0.347176, 0.580656, 0.531561, 0.869737)",59K,Face
3468,"(0.465116, 0.139557, 0.945183, 1.0)",81G,Body
3468,"(0.531561, 0.144541, 0.8006639999999999, 0.540782)",81G,Face
3469,"(0.421927, 0.28659, 0.689369, 0.742641)",81G,Face
3469,"(0.42358799999999996, 0.281605, 0.983389, 1.0)",81G,Body
3469,"(0.38206, 0.637973, 0.574751, 0.907118)",59K,Face
3469,"(0.37707599999999997, 0.632989, 0.5897009999999999, 1.0)",59K,Body
3469,"(0.239203, 0.0, 0.476744, 0.383781)",67G,Face
3469,"(0.147841, 0.0, 0.528239, 1.0)",67G,Body
3470,"(0.317276, 0.094107, 0.7325579999999999, 0.369786)",67G,Face
3470,"(0.06644499999999999, 0.09078599999999999, 0.862126, 1.0)",67G,Body
3470,"(0.43687699999999996, 0.7595000000000001, 0.775748, 0.9632139999999999)",59K,Body
3470,"(0.315615, 0.35539299999999996, 0.694352, 0.6963929999999999)",81G,Face
3470,"(0.0, 0.344321, 1.0, 1.0)",81G,Body
3471,"(0.27740899999999996, 0.324393, 0.70598, 0.629964)",81G,Face
3471,"(0.0, 0.321071, 1.0, 1.0)",81G,Body
3471,"(0.383721, 0.6222139999999999, 0.526578, 0.703036)",59K,Face
3471,"(0.37873799999999996, 0.6133569999999999, 0.742525, 0.9709639999999999)",59K,Body
3471,"(0.333887, 0.09078599999999999, 0.7209300000000001, 0.354286)",67G,Face
3471,"(0.036545, 0.088571, 0.722591, 1.0)",67G,Body
3472,"(0.0, 0.26128599999999996, 0.554817, 0.928893)",67G,Body
3472,"(0.043189, 0.265714, 0.337209, 0.501536)",67G,Face
3472,"(0.40365399999999996, 0.48050000000000004, 0.699336, 0.7229639999999999)",59K,Body
3472,"(0.267442, 0.24025000000000002, 1.0, 0.810429)",81G,Body
3472,"(0.568106, 0.24357099999999998, 0.9285709999999999, 0.48603599999999997)",81G,Face
3472,"(0.44186000000000003, 0.48050000000000004, 0.629568, 0.6554289999999999)",59K,Face
3473,"(0.348837, 0.14060699999999998, 0.8056479999999999, 0.425143)",81G,Face
3473,"(0.152824, 0.14060699999999998, 1.0, 1.0)",81G,Body
3473,"(0.292359, 0.416286, 0.5448500000000001, 0.606714)",59K,Face
3473,"(0.292359, 0.416286, 0.551495, 0.716321)",59K,Body
3473,"(0.17774099999999998, 0.115143, 0.476744, 0.37642899999999996)",67G,Face
3473,"(0.053155999999999995, 0.112929, 0.486711, 0.873536)",67G,Body
3474,"(0.350498, 0.17271399999999998, 0.649502, 0.386393)",67G,Face
3474,"(0.063123, 0.167179, 0.6594679999999999, 0.881286)",67G,Body
3474,"(0.438538, 0.468321, 0.69103, 0.735143)",59K,Body
3474,"(0.458472, 0.205929, 0.842193, 0.501536)",81G,Face
3474,"(0.196013, 0.205929, 1.0, 1.0)",81G,Body
3474,"(0.440199, 0.468321, 0.681063, 0.639929)",59K,Face
3475,"(0.518272, 0.16164299999999998, 0.965116, 0.446179)",81G,Face
3475,"(0.25083099999999997, 0.158321, 1.0, 1.0)",81G,Body
3475,"(0.440199, 0.46057099999999995, 0.707641, 0.648786)",59K,Face
3475,"(0.430233, 0.459464, 0.707641, 0.7672500000000001)",59K,Body
3475,"(0.114618, 0.225857, 0.578073, 0.886821)",67G,Body
3476,"(0.476744, 0.463893, 0.76412, 0.917821)",59K,Body
3476,"(0.519934, 0.465, 0.7591359999999999, 0.626643)",59K,Face
3476,"(0.320598, 0.1705, 1.0, 1.0)",81G,Body
3476,"(0.5083059999999999, 0.176036, 0.938538, 0.466107)",81G,Face
3477,"(0.239203, 0.09632099999999999, 0.715947, 0.514821)",67G,Face
3477,"(0.109635, 0.093, 0.923588, 1.0)",67G,Body
3478,"(0.204319, 0.044286, 0.6578069999999999, 0.45835699999999996)",67G,Face
3478,"(0.048173, 0.043178999999999995, 0.863787, 1.0)",67G,Body
3479,"(0.513289, 0.478286, 0.892027, 0.872429)",59K,Body
3479,"(0.561462, 0.48050000000000004, 0.8803989999999999, 0.611143)",59K,Face
3479,"(0.0, 0.0, 0.612957, 0.713)",67G,Body
3479,"(0.5083059999999999, 0.189321, 0.918605, 0.5070709999999999)",81G,Face
3479,"(0.227575, 0.190429, 1.0, 0.9731789999999999)",81G,Body
3480,"(0.5897009999999999, 0.168286, 1.0, 0.484929)",81G,Face
3480,"(0.265781, 0.16164299999999998, 1.0, 0.9709639999999999)",81G,Body
3480,"(0.6511629999999999, 0.46057099999999995, 0.9468439999999999, 0.625536)",59K,Face
3480,"(0.47342199999999995, 0.45835699999999996, 0.95515, 0.8491789999999999)",59K,Body
3480,"(0.0, 0.0, 0.6096349999999999, 0.770571)",67G,Body
3481,"(0.539867, 0.466107, 0.9750829999999999, 0.831464)",59K,Body
3481,"(0.270764, 0.14725000000000002, 1.0, 0.927786)",81G,Body
3481,"(0.699336, 0.466107, 0.9684389999999999, 0.615571)",59K,Face
3481,"(0.0, 0.0, 0.6511629999999999, 0.7838569999999999)",67G,Body
3481,"(0.6362129999999999, 0.15057099999999998, 1.0, 0.482714)",81G,Face
3482,"(0.242525, 0.062, 0.6594679999999999, 0.39525000000000005)",67G,Face
3482,"(0.091362, 0.055356999999999996, 1.0, 0.9443929999999999)",67G,Body
3483,"(0.240864, 0.066429, 0.6594679999999999, 0.40521399999999996)",67G,Face
3483,"(0.081395, 0.073071, 1.0, 0.9488209999999999)",67G,Body
3484,"(0.0, 0.0, 0.5299, 0.787179)",67G,Body
3484,"(0.509967, 0.14060699999999998, 0.991694, 0.45835699999999996)",81G,Face
3484,"(0.244186, 0.14060699999999998, 1.0, 0.936643)",81G,Body
3484,"(0.493355, 0.46057099999999995, 0.803987, 0.7905000000000001)",59K,Body
3485,"(0.45016599999999996, 0.45392899999999997, 0.795681, 0.7694639999999999)",59K,Body
3485,"(0.18936899999999998, 0.14060699999999998, 1.0, 0.924464)",81G,Body
3485,"(0.0, 0.0, 0.5166109999999999, 0.772786)",67G,Body
3485,"(0.531561, 0.142821, 0.9850500000000001, 0.471643)",81G,Face
3486,"(0.476744, 0.419607, 0.7857139999999999, 0.6454639999999999)",59K,Body
3486,"(0.513289, 0.104071, 0.966777, 0.431786)",81G,Face
3486,"(0.217608, 0.10075, 1.0, 0.892357)",81G,Body
3486,"(0.0, 0.0, 0.5431889999999999, 0.750643)",67G,Body
3487,"(0.0, 0.0, 0.45681099999999997, 0.548036)",67G,Body
3487,"(0.5083059999999999, 0.062, 0.956811, 0.389714)",81G,Face
3487,"(0.31229199999999996, 0.06532099999999999, 1.0, 0.8447500000000001)",81G,Body
3487,"(0.4701, 0.37975000000000003, 0.8787379999999999, 0.738464)",59K,Body
3488,"(0.0, 0.0, 0.45681099999999997, 0.560214)",67G,Body
3488,"(0.5166109999999999, 0.052036, 0.938538, 0.380857)",81G,Face
3488,"(0.317276, 0.052036, 1.0, 0.842536)",81G,Body
3488,"(0.513289, 0.522571, 0.714286, 0.7362500000000001)",59K,Body
3489,"(0.26412, 0.29007099999999997, 0.4701, 0.399679)",81G,Face
3489,"(0.149502, 0.341, 0.5299, 0.7927139999999999)",59K,Body
3489,"(0.018272, 0.288964, 0.519934, 1.0)",81G,Body
3489,"(0.418605, 0.21146399999999999, 1.0, 1.0)",67G,Body
3489,"(0.421927, 0.24578599999999998, 0.790698, 0.498214)",67G,Face
3489,"(0.244186, 0.345429, 0.486711, 0.510393)",59K,Face
3490,"(0.19103, 0.11182099999999999, 1.0, 0.9122859999999999)",67G,Body
3490,"(0.20099699999999998, 0.11625, 0.5764119999999999, 0.429571)",67G,Face
3490,"(0.08305599999999999, 0.358714, 0.373754, 0.582357)",59K,Face
