monkey_id,body,face
4413,"(0, 173, 3648, 5472)","(1230, 151, 3317, 2230)"
4414,"(2151, 2698, 3648, 5472)",
4415,"(0, 0, 3648, 5472)","(921, 0, 3116, 2029)"
4416,"(1993, 2460, 3367, 5472)",
4417,"(180, 0, 3648, 5472)","(691, 0, 2907, 2280)"
4418,"(209, 712, 3425, 5472)","(540, 734, 2792, 3215)"
4419,"(863, 2964, 1921, 4546)","(1101, 2992, 1907, 3705)"
4420,"(0, 1280, 2058, 5079)","(813, 1273, 2051, 2388)"
4421,"(151, 1705, 2007, 4287)","(273, 1705, 1094, 2647)"
4422,"(432, 2057, 2101, 4561)","(439, 2072, 1360, 2964)"
4423,"(381, 1993, 2058, 4424)","(403, 2000, 1338, 2849)"
4424,"(317, 1899, 2101, 4539)","(360, 1928, 1367, 2834)"
4425,"(842, 421, 2623, 3422)","(907, 421, 1878, 1425)"
4426,"(561, 504, 3648, 5472)","(849, 1690, 2065, 2460)"
4427,"(993, 209, 2921, 5472)","(1439, 1266, 2410, 2172)"
4428,"(633, 0, 3353, 5472)","(907, 1374, 1921, 2647)"
4429,"(288, 0, 2202, 5472)","(871, 1165, 2144, 2273)"
4430,"(698, 0, 2713, 5472)","(1122, 993, 2123, 2187)"
4431,"(770, 0, 2533, 5472)","(799, 1209, 1979, 2194)"
4432,"(410, 0, 2338, 5472)","(1223, 1093, 2324, 2280)"
4433,"(309, 554, 2403, 5472)","(813, 1086, 2007, 2252)"
4434,"(590, 662, 2626, 5472)","(1043, 1129, 2180, 2237)"
4435,"(669, 662, 2490, 5472)","(1079, 950, 2259, 2021)"
4436,"(734, 561, 2756, 5472)","(1482, 540, 2648, 1654)"
4437,"(806, 0, 2590, 5472)","(1518, 439, 2547, 1424)"
4438,"(1000, 0, 2691, 5472)","(1712, 863, 2669, 1827)"
4439,"(1457, 615, 4306, 3648)","(2914, 658, 3896, 1770)"
4440,"(1867, 1079, 5040, 3648)","(3918, 1932, 4976, 3055)"
4441,"(874, 205, 4414, 3648)","(2687, 443, 3680, 1749)"
4442,"(1101, 475, 3950, 3648)","(2720, 658, 3831, 2159)"
4443,"(1306, 432, 3691, 3076)","(1770, 529, 2439, 1252)"
4444,"(1583, 2244, 3375, 4676)","(2554, 2266, 3324, 3136)"
4445,"(3310, 1978, 3648, 3352)",
4446,"(1252, 65, 2569, 3292)","(1867, 648, 2536, 1339)"
4447,,"(3443, 2127, 3950, 2472)"
4448,"(2007, 864, 5029, 3336)","(3475, 885, 4339, 2029)"
4449,"(1068, 421, 2353, 2904)","(1673, 594, 2310, 1306)"
4450,,"(3162, 1943, 3529, 2234)"
4451,"(1705, 594, 4749, 3195)","(3184, 594, 4037, 1792)"
4452,"(1047, 302, 2169, 3648)","(1371, 389, 2072, 1047)"
4453,,"(3227, 1889, 3540, 2137)"
4454,"(1673, 637, 4749, 3098)","(3281, 756, 3983, 1857)"
4455,"(633, 1108, 3454, 4568)","(2892, 2913, 3180, 3676)"
4456,"(353, 396, 2274, 3359)","(1302, 2856, 2007, 3345)"
4457,"(827, 1698, 2835, 4395)","(842, 1755, 1446, 2424)"
4458,"(2461, 0, 3295, 1115)",
4459,"(1086, 1806, 2511, 4712)","(1425, 1949, 2043, 2511)"
4460,"(856, 1647, 2310, 4676)","(878, 1791, 1576, 2352)"
4461,"(943, 1633, 2360, 4640)","(1317, 1791, 2015, 2388)"
4462,"(1079, 1561, 2382, 4424)","(1252, 1575, 1964, 2151)"
4463,"(1482, 2259, 2770, 5244)","(1547, 2496, 2195, 3072)"
4464,"(2526, 497, 3853, 3443)","(2806, 572, 3475, 1274)"
4465,"(2709, 486, 4069, 3314)","(2968, 540, 3572, 1187)"
4466,"(2774, 583, 4231, 3433)","(3087, 658, 3734, 1263)"
4467,,"(2612, 1813, 2946, 2083)"
4468,"(1338, 799, 4004, 3033)","(2601, 874, 3292, 1932)"
4469,,"(2752, 1878, 3205, 2170)"
4470,"(1576, 777, 4198, 3044)","(2828, 788, 3583, 1846)"
4471,"(1036, 3331, 2123, 4395)","(1676, 3338, 2043, 3633)"
4472,"(518, 1985, 3022, 4575)","(1461, 1985, 2245, 3036)"
4473,"(2105, 1760, 3195, 2817)","(2720, 1770, 3195, 2062)"
4474,"(1522, 507, 4209, 2893)","(2677, 529, 3540, 1641)"
4475,"(1065, 3021, 2259, 4100)","(1770, 3028, 2252, 3280)"
4476,"(432, 1424, 3231, 4546)","(1547, 1467, 2410, 2618)"
4477,"(899, 3287, 2051, 4374)","(1561, 3309, 2015, 3546)"
4478,"(273, 1669, 2993, 4791)","(1317, 1683, 2238, 2662)"
4479,"(1058, 3331, 2223, 4374)","(1741, 3323, 2180, 3597)"
4480,"(417, 2194, 3209, 4798)","(1770, 2338, 2468, 3323)"
4481,"(1500, 939, 2698, 3379)","(1651, 1025, 2320, 1544)"
4482,"(425, 2942, 3231, 4474)","(2569, 3007, 3144, 3633)"
4483,"(1015, 2762, 3288, 4446)","(2677, 2805, 3238, 3467)"
4484,"(1058, 2899, 2986, 4899)","(2367, 2921, 2936, 3539)"
4485,"(1410, 2683, 2821, 4705)","(1936, 2683, 2511, 3316)"
4486,"(1252, 2769, 2727, 4762)","(1741, 2784, 2382, 3331)"
4487,"(2633, 1479, 3993, 2936)",
4488,"(982, 1015, 4231, 3443)","(3346, 1015, 3875, 1781)"
4489,"(1587, 1479, 3000, 3152)","(1921, 1468, 2320, 2062)"
4490,"(2245, 540, 4641, 3044)","(3983, 583, 4576, 1166)"
4491,"(1500, 1446, 2925, 3238)","(1878, 1500, 2353, 1997)"
4492,"(2407, 1144, 3961, 3044)","(2428, 1187, 3022, 1770)"
4493,"(1565, 1479, 2946, 3292)","(1878, 1554, 2385, 2094)"
4494,"(2428, 1349, 3961, 3109)","(2428, 1403, 2946, 1867)"
4495,"(417, 2611, 3389, 5472)","(1180, 2611, 2482, 3669)"
4496,"(0, 878, 3648, 5472)","(230, 1151, 2231, 3129)"
4497,"(827, 2302, 3648, 5472)","(1770, 2338, 3015, 3510)"
4498,"(0, 698, 3648, 5472)","(633, 1021, 2497, 2849)"
4499,"(1540, 1899, 3648, 5472)","(2173, 1906, 3439, 3187)"
4500,"(0, 273, 3648, 5472)","(446, 266, 2245, 2345)"
4501,"(432, 2079, 3648, 5472)","(1756, 2086, 2986, 3208)"
4502,"(0, 374, 3648, 5472)","(410, 388, 2410, 2503)"
4503,"(460, 1899, 3504, 5472)","(1489, 1892, 2705, 2964)"
4504,"(0, 209, 3648, 5472)","(1662, 252, 3375, 2252)"
4505,"(1288, 2000, 3648, 5472)","(2173, 1993, 3245, 3151)"
4506,"(0, 187, 3648, 5472)","(648, 604, 2677, 2403)"
4507,"(1734, 1971, 3648, 5472)","(2180, 1978, 3346, 3100)"
4508,"(187, 252, 3648, 5472)","(1338, 597, 3195, 2467)"
4509,"(1489, 1899, 3648, 5472)","(1921, 1798, 3137, 2928)"
4510,"(0, 65, 3475, 5472)","(0, 568, 1108, 2453)"
4511,"(2130, 2698, 3648, 5472)","(2137, 2705, 3267, 3805)"
4512,"(0, 691, 3648, 5472)","(0, 669, 1446, 2546)"
4513,"(252, 2273, 3044, 5472)","(295, 2280, 1468, 3388)"
4514,"(0, 849, 3648, 5472)","(1331, 1129, 2957, 3007)"
4515,"(950, 3208, 1784, 4539)","(971, 3230, 1590, 3899)"
4516,"(281, 1662, 2029, 4848)","(590, 1705, 1583, 2949)"
4517,"(2043, 3194, 2302, 3460)",
4518,,
4519,"(1310, 1050, 3648, 5079)","(2029, 1072, 3101, 1834)"
4520,"(1158, 3122, 2051, 4539)","(1158, 3129, 1878, 3820)"
4521,"(324, 1532, 2151, 4733)","(763, 1604, 1741, 2942)"
4522,"(2331, 3158, 2518, 3474)",
4523,"(1583, 942, 3648, 4999)","(1936, 964, 3087, 1906)"
4524,"(1468, 3144, 2223, 4287)","(1461, 3158, 2209, 3899)"
4525,"(583, 1331, 2216, 4791)","(1000, 1345, 1828, 2640)"
4526,"(2432, 3180, 2677, 3467)",
4527,"(1353, 1036, 3648, 5071)","(2123, 1036, 3267, 1827)"
4528,"(1374, 3072, 2137, 4100)","(1367, 3093, 2036, 3813)"
4529,"(410, 1137, 2101, 4697)","(899, 1165, 1784, 2395)"
4530,"(2439, 3237, 2641, 3503)",
4531,"(1533, 1302, 3648, 4999)","(1705, 1316, 2684, 2237)"
4532,"(1381, 3237, 2180, 4158)","(1389, 3230, 2115, 3971)"
4533,"(439, 1280, 2202, 4805)","(921, 1295, 1864, 2475)"
4534,"(2518, 3374, 2691, 3575)",
4535,"(1223, 1518, 3648, 5107)","(1633, 1503, 2626, 2511)"
4536,,
4537,"(252, 1223, 2151, 4812)","(820, 1216, 1885, 2136)"
4538,"(2295, 3302, 2468, 3575)",
4539,"(1230, 1259, 3648, 5093)","(1914, 1288, 3108, 2288)"
4540,"(1238, 2345, 2720, 4776)","(1561, 2381, 2533, 3316)"
4541,"(1144, 2942, 2540, 5107)","(1281, 3086, 2252, 3949)"
4542,"(1094, 2273, 2461, 4431)","(1266, 2367, 2187, 3280)"
4543,"(986, 2151, 2382, 4273)","(1202, 2165, 2144, 3108)"
4544,"(986, 2352, 2425, 4316)","(1374, 2374, 2252, 3273)"
4545,"(2439, 637, 4770, 3595)","(2461, 680, 3389, 1813)"
4546,"(1867, 572, 4274, 3648)","(2018, 626, 2936, 1760)"
4547,"(1878, 237, 4242, 3487)","(2277, 248, 3173, 1392)"
4548,"(2482, 475, 4954, 3648)","(2882, 464, 3821, 1554)"
4549,"(2213, 119, 4760, 3648)","(2666, 130, 3724, 1241)"
4550,"(2007, 345, 4371, 3465)","(2213, 378, 3227, 1479)"
4551,"(1986, 399, 4317, 3648)","(2407, 432, 3313, 1500)"
4552,"(130, 0, 5008, 3648)","(2752, 0, 5019, 2267)"
4553,"(0, 504, 3648, 5472)","(532, 511, 2986, 3352)"
4554,"(0, 0, 3648, 5472)","(777, 0, 3202, 2769)"
4555,"(0, 317, 3648, 5472)","(698, 345, 3123, 3230)"
4556,"(0, 0, 3648, 5472)","(640, 0, 3223, 1611)"
4557,"(2626, 352, 3648, 2590)","(2828, 381, 3569, 1237)"
4558,"(0, 647, 2605, 3316)","(1676, 662, 2619, 1755)"
4559,"(173, 0, 3648, 5472)","(165, 0, 3058, 2719)"
4560,"(482, 0, 3648, 5472)","(856, 0, 3648, 3302)"
4561,"(0, 360, 3648, 5472)","(662, 352, 3087, 2194)"
4562,"(0, 417, 3648, 5472)","(662, 410, 2957, 2295)"
4563,"(0, 734, 3310, 5472)","(50, 770, 1950, 3136)"
4564,"(482, 942, 3648, 5472)","(705, 964, 2360, 3021)"
4565,"(597, 978, 3648, 5472)","(1029, 978, 2972, 3374)"
4566,"(0, 770, 3375, 5472)","(1072, 791, 2914, 3180)"
4567,"(0, 129, 3504, 5472)","(1029, 144, 2857, 2453)"
4568,"(79, 468, 3252, 5472)","(971, 475, 2583, 2611)"
4569,"(7, 388, 3418, 5472)","(496, 403, 2274, 2676)"
4570,"(245, 331, 3648, 5472)","(1223, 345, 3137, 2331)"
4571,"(0, 194, 3252, 5472)","(835, 180, 3051, 1942)"
4572,"(0, 295, 2842, 5472)","(0, 288, 1763, 2539)"
4573,"(367, 1000, 3317, 5472)","(1353, 971, 3245, 3158)"
4574,"(331, 827, 3353, 5472)","(1094, 870, 2821, 3014)"
4575,"(324, 914, 3540, 5472)","(1446, 921, 3195, 3122)"
4576,"(101, 489, 3648, 5472)","(1655, 496, 3497, 2604)"
4577,"(0, 777, 3475, 5472)","(1051, 770, 2914, 3000)"
4578,"(453, 611, 3648, 5472)","(504, 611, 2346, 2899)"
4579,"(144, 597, 3576, 5472)","(1252, 611, 3072, 2885)"
4580,"(101, 0, 3648, 5472)","(1202, 0, 3180, 2309)"
4581,"(108, 0, 3648, 5472)","(1612, 0, 3447, 2000)"
4582,"(101, 317, 3648, 5472)","(1964, 324, 3648, 2604)"
4583,"(108, 0, 3421, 3130)","(1975, 2181, 3022, 3120)"
4584,"(0, 65, 5472, 3217)","(3875, 1036, 5472, 2947)"
4585,"(367, 184, 2871, 3336)","(1554, 2181, 2892, 3325)"
4586,"(0, 0, 5321, 2817)","(3778, 691, 5278, 2774)"
4587,"(1461, 2798, 3648, 5472)","(2749, 2827, 3648, 3755)"
4588,"(489, 734, 3483, 5472)","(2187, 748, 3490, 1806)"
4589,"(0, 101, 1576, 4661)","(0, 115, 1065, 1611)"
4590,"(1763, 3050, 3396, 5472)","(2454, 3072, 3389, 4014)"
4591,"(417, 921, 3497, 5472)","(1986, 906, 3468, 2280)"
4592,"(0, 540, 1972, 5100)","(22, 532, 1295, 2043)"
4593,"(1504, 3539, 3648, 5316)","(3360, 3554, 3648, 4107)"
4594,"(712, 1640, 3648, 5472)",
4595,"(0, 180, 2749, 4553)","(511, 187, 1770, 1712)"
4596,"(1266, 2604, 3317, 5151)","(2274, 2597, 3317, 3654)"
4597,"(0, 669, 3648, 5472)","(1310, 698, 3072, 2460)"
4598,"(0, 209, 2821, 5472)","(842, 597, 2554, 2669)"
4599,"(0, 288, 2777, 5472)","(525, 432, 2130, 2165)"
4600,"(0, 187, 2986, 5472)","(885, 367, 2526, 2367)"
4601,"(971, 2726, 2151, 3841)","(1367, 2712, 1828, 3208)"
4602,"(979, 1482, 2720, 4028)","(1317, 1482, 2015, 2316)"
4603,"(1202, 2942, 1972, 3964)","(1194, 2985, 1669, 3388)"
4604,"(748, 1654, 2518, 4187)","(1288, 1640, 2029, 2439)"
4605,"(453, 1050, 3648, 5472)","(576, 1057, 1748, 2475)"
4606,"(777, 842, 3648, 5472)","(885, 863, 2087, 2295)"
4607,"(863, 856, 3648, 5472)","(1115, 863, 2115, 2273)"
4608,"(223, 453, 3648, 5472)","(460, 417, 1612, 1942)"
4609,"(806, 964, 3648, 5472)","(806, 986, 1892, 2367)"
4610,"(1202, 1978, 2396, 4395)","(1274, 2021, 1943, 2705)"
4611,"(907, 1820, 2094, 4187)","(971, 1813, 1590, 2475)"
4612,"(763, 1921, 2072, 4187)","(950, 1935, 1569, 2640)"
4613,"(1036, 2453, 1957, 3755)","(1230, 2446, 1799, 3036)"
4614,"(655, 957, 2353, 3820)","(1115, 957, 1849, 1913)"
4615,"(734, 2777, 1748, 4050)","(1022, 2769, 1626, 3381)"
4616,"(230, 1259, 2137, 4100)","(784, 1252, 1633, 2115)"
4617,"(2029, 1673, 2849, 3141)","(2137, 1695, 2763, 2299)"
4618,"(1597, 432, 3270, 3195)","(2418, 497, 3184, 1403)"
4619,"(2213, 1857, 3432, 3249)","(2892, 2040, 3400, 2548)"
4620,"(1641, 637, 4188, 3422)","(3119, 648, 3950, 1500)"
4621,"(1889, 1587, 3022, 2731)","(2115, 1878, 2720, 2494)"
4622,"(1166, 432, 3626, 3573)","(1964, 464, 2774, 1436)"
4623,"(2504, 1975, 3259, 3044)","(2558, 1986, 3141, 2601)"
4624,"(1889, 529, 3734, 3130)","(2558, 540, 3335, 1500)"
4625,"(1072, 3669, 2216, 4798)","(1115, 3661, 1648, 4244)"
4626,"(899, 1554, 3547, 4115)","(1784, 1568, 2612, 2345)"
4627,"(2058, 2216, 3303, 3697)","(2813, 2244, 3252, 2662)"
4628,"(1101, 1223, 3324, 4446)","(2641, 1252, 3231, 2057)"
4629,"(784, 2014, 2518, 4366)","(1130, 2043, 1842, 2834)"
4630,"(619, 1870, 2389, 4237)","(1007, 1928, 1698, 2769)"
4631,"(784, 288, 3166, 5472)","(1878, 734, 3008, 1978)"
4632,"(0, 403, 3360, 5472)","(554, 568, 1576, 1726)"
4633,"(0, 309, 3195, 5472)","(1605, 791, 2835, 2057)"
4634,"(0, 137, 3303, 5472)","(1302, 317, 2526, 1446)"
4635,"(0, 187, 3648, 5472)","(1173, 194, 2310, 1432)"
4636,"(396, 993, 2079, 4064)","(1367, 1726, 2065, 2539)"
4637,"(770, 791, 3461, 5472)","(849, 813, 1712, 1928)"
4638,"(453, 633, 3439, 5472)","(568, 626, 1648, 1806)"
4639,"(734, 575, 2777, 5472)","(734, 547, 2058, 2151)"
4640,"(3292, 497, 4436, 2040)","(3680, 529, 4393, 1285)"
4641,"(2159, 2518, 3483, 5472)","(2195, 2496, 3072, 3431)"
4642,"(0, 0, 2921, 5472)","(1367, 0, 2936, 1410)"
4643,"(165, 504, 2727, 5472)","(158, 489, 2065, 2453)"
4644,"(727, 245, 3008, 5472)","(698, 259, 2475, 2172)"
4645,"(0, 317, 3648, 5472)","(1180, 295, 2641, 1921)"
4646,"(0, 1086, 3648, 5472)","(971, 1086, 2504, 2741)"
4647,"(842, 0, 4393, 3648)","(2407, 0, 4328, 1900)"
4648,"(0, 0, 3648, 5465)","(324, 0, 2957, 2280)"
4649,"(0, 0, 3648, 5472)","(381, 0, 3080, 2266)"
4650,"(0, 0, 3648, 5472)","(173, 0, 2749, 2417)"
4651,"(1108, 2345, 2842, 4640)","(1820, 2367, 2612, 3136)"
4652,"(1281, 813, 3461, 4791)","(2360, 784, 3425, 2122)"
4653,"(0, 1266, 1417, 4877)","(259, 1288, 1331, 2309)"
4654,"(2180, 2748, 3490, 4769)","(2518, 2748, 3209, 3410)"
4655,"(2159, 1424, 3648, 4956)","(2324, 1424, 3447, 2827)"
4656,"(130, 201, 2094, 4877)","(173, 842, 1223, 1842)"
4657,"(360, 1057, 2986, 4985)","(1583, 1295, 2713, 2302)"
4658,"(626, 942, 2720, 4920)","(1597, 957, 2691, 1906)"
4659,"(1889, 1263, 3475, 3292)","(2364, 1306, 3141, 1997)"
4660,"(2277, 0, 4846, 3605)","(3000, 0, 4047, 734)"
4661,"(0, 669, 1900, 3648)","(324, 669, 1263, 1803)"
4662,"(2364, 680, 3907, 2763)","(2903, 691, 3659, 1436)"
4663,"(2785, 0, 5450, 2936)","(2817, 0, 4015, 680)"
4664,"(86, 0, 2396, 3648)","(1230, 0, 2385, 907)"
4665,"(2536, 1544, 4123, 3562)","(3119, 1554, 3875, 2288)"
4666,"(2569, 0, 5472, 3648)","(3249, 0, 4511, 1079)"
4667,"(594, 356, 2633, 3648)","(1079, 389, 2180, 1425)"
4668,"(2569, 1684, 4101, 3584)","(3098, 1695, 3831, 2407)"
4669,"(2515, 0, 5472, 3648)","(3432, 0, 4663, 1295)"
4670,"(572, 561, 2472, 3648)","(971, 637, 2061, 1749)"
4671,"(1500, 0, 4695, 3648)","(1662, 0, 3173, 1069)"
4672,"(2720, 0, 3713, 831)","(2892, 0, 3551, 399)"
4673,"(2806, 0, 5235, 1716)",
4674,"(1489, 173, 4738, 3648)","(1738, 173, 3227, 1706)"
4675,"(496, 162, 4878, 3648)","(2126, 1274, 4047, 3152)"
4676,"(702, 130, 4814, 3648)","(1651, 130, 3691, 2375)"
4677,"(986, 1806, 2533, 4215)","(1374, 1842, 2130, 2640)"
4678,"(770, 532, 3648, 4726)","(1979, 511, 3209, 1906)"
4679,"(0, 2295, 1417, 4410)","(245, 2309, 1101, 3100)"
4680,"(0, 597, 3159, 5107)","(863, 640, 2173, 2194)"
4681,"(0, 2280, 1892, 4208)","(489, 2288, 1360, 3086)"
4682,"(0, 906, 3331, 4963)","(1655, 957, 2972, 2496)"
4683,"(389, 3410, 1820, 5472)","(842, 3395, 1619, 4143)"
4684,"(0, 2021, 2849, 5472)","(1108, 2029, 2274, 3338)"
4685,"(568, 3345, 2166, 5472)","(1036, 3359, 1806, 4143)"
4686,"(396, 1935, 3000, 5472)","(496, 1957, 1453, 3215)"
4687,"(0, 3410, 1993, 5472)","(0, 3410, 612, 4309)"
4688,"(0, 1784, 2943, 5472)","(777, 1798, 1907, 2985)"
4689,"(0, 1014, 3648, 4496)","(640, 1057, 1878, 2475)"
4690,"(712, 1453, 3295, 4820)","(1784, 1482, 2864, 2755)"
4691,"(489, 1547, 3648, 4517)","(2482, 1547, 3518, 2654)"
4692,"(0, 1295, 2655, 4589)","(1669, 1309, 2590, 2237)"
4693,"(0, 1410, 2511, 4719)","(1576, 1432, 2490, 2280)"
4694,"(0, 2273, 3087, 5472)","(1612, 2359, 2691, 3640)"
4695,"(0, 1877, 2936, 5107)","(1374, 1877, 2389, 2935)"
4696,"(2148, 0, 4511, 2817)","(2979, 119, 4123, 1231)"
4697,"(2828, 1360, 5472, 3648)","(4781, 1349, 5472, 2526)"
4698,"(2018, 335, 5051, 3648)","(2536, 356, 3540, 1360)"
4699,"(2633, 367, 4609, 3249)","(3637, 389, 4501, 1079)"
4700,"(4350, 1781, 5472, 3648)","(4511, 1770, 5472, 2731)"
4701,"(698, 2417, 2195, 5472)","(827, 2439, 1748, 3352)"
4702,"(187, 525, 3447, 5472)","(842, 540, 2497, 2108)"
4703,"(597, 2259, 2159, 5472)","(748, 2266, 1684, 3237)"
4704,"(230, 432, 3511, 5472)","(878, 468, 2497, 2208)"
4705,"(748, 2266, 2310, 5472)","(756, 2280, 1828, 3201)"
4706,"(568, 942, 3547, 5472)","(820, 935, 2396, 2654)"
4707,"(928, 2302, 2346, 5472)","(921, 2280, 1763, 3172)"
4708,"(597, 935, 3626, 5472)","(899, 1137, 2518, 2885)"
4709,"(1065, 2021, 2785, 4230)","(2180, 2316, 2756, 3014)"
4710,"(1727, 421, 4792, 3465)","(2601, 421, 3486, 1241)"
4711,"(1500, 389, 4447, 3648)","(2331, 421, 3303, 1371)"
4712,"(1047, 507, 4544, 3551)","(1846, 507, 2752, 1490)"
4713,"(360, 1201, 2691, 5230)","(1238, 1216, 2166, 2223)"
4714,"(245, 1302, 2583, 5374)","(1158, 1331, 2130, 2359)"
4715,"(194, 640, 2785, 4863)","(1101, 619, 2382, 2475)"
4716,"(108, 511, 2878, 5472)","(1000, 525, 2842, 2446)"
4717,"(216, 0, 2468, 5280)","(432, 0, 2288, 1583)"
4718,"(0, 1241, 4479, 3648)","(3184, 1457, 4468, 2936)"
4719,"(637, 637, 3734, 3648)","(1554, 691, 2925, 2321)"
4720,"(0, 1403, 604, 2494)",
4721,"(723, 65, 4501, 3648)","(777, 65, 2137, 2267)"
4722,"(572, 0, 5191, 3648)","(583, 0, 2601, 1835)"
4723,"(216, 0, 5148, 3648)","(1187, 0, 3497, 2051)"
4724,"(3389, 864, 4479, 2127)","(3432, 1295, 3788, 1673)"
4725,"(1662, 0, 4339, 2386)","(3022, 0, 3788, 734)"
4726,"(3184, 1544, 4274, 2742)",
4727,"(1500, 399, 3950, 3120)","(2655, 432, 3486, 1220)"
4728,"(0, 1029, 2180, 5472)","(0, 1021, 1216, 2539)"
4729,"(0, 122, 3295, 5007)","(612, 137, 2115, 1583)"
4730,"(0, 755, 3648, 4309)","(0, 741, 1094, 1949)"
4731,"(331, 1244, 2720, 4834)","(345, 1244, 1453, 2460)"
4732,"(532, 1489, 2842, 5472)","(1295, 1511, 2353, 2446)"
4733,"(0, 2906, 741, 4215)",
4734,"(410, 1280, 2741, 4985)","(1274, 1316, 2338, 2158)"
4735,"(0, 2654, 727, 5472)",
4736,"(590, 439, 2770, 4251)","(1489, 439, 2749, 1770)"
4737,"(0, 3992, 640, 5237)",
4738,"(777, 381, 2821, 4215)","(1367, 396, 2749, 1734)"
4739,"(0, 3777, 770, 5100)",
4740,"(460, 194, 2734, 4129)","(547, 194, 1907, 1511)"
4741,"(446, 964, 2705, 5472)","(511, 1086, 1547, 2446)"
4742,"(619, 928, 2785, 5472)","(640, 1115, 1741, 2503)"
4743,"(0, 403, 2792, 5472)","(590, 619, 2346, 2259)"
4744,"(680, 2181, 1835, 3648)","(766, 2267, 1004, 2677)"
4745,"(3389, 1738, 4792, 3648)","(3443, 1760, 4414, 2601)"
4746,"(0, 0, 2115, 3648)","(917, 0, 1954, 1015)"
4747,"(1781, 248, 4296, 3584)","(1802, 259, 3000, 1619)"
4748,"(1317, 1932, 2061, 3648)","(1489, 1965, 1759, 2418)"
4749,"(4522, 918, 5472, 2494)","(4555, 950, 5159, 1587)"
4750,"(291, 270, 3000, 3648)","(1641, 291, 2633, 1652)"
4751,"(2709, 421, 5224, 3648)","(2720, 410, 3831, 1706)"
4752,"(1068, 2267, 1964, 3648)","(1198, 2321, 1479, 2990)"
4753,"(3745, 507, 4878, 1392)","(3756, 497, 4404, 1090)"
4754,"(0, 615, 2580, 3648)","(1317, 680, 2267, 1943)"
4755,"(2299, 594, 5040, 3648)","(2310, 637, 3400, 1932)"
4756,"(1716, 1479, 2698, 3648)","(1781, 1479, 2342, 2159)"
4757,,"(4274, 497, 4954, 1036)"
4758,"(637, 453, 3616, 3648)","(1878, 443, 2860, 1738)"
4759,"(2731, 540, 5472, 3648)","(2731, 561, 3745, 1889)"
4760,"(1425, 2299, 2083, 3648)","(1511, 2321, 1878, 3033)"
4761,,"(4026, 1036, 4619, 1392)"
4762,"(367, 205, 3259, 3648)","(1705, 184, 2763, 1457)"
4763,"(2439, 1036, 5396, 3648)","(2428, 1036, 3465, 2440)"
4764,"(928, 2159, 1867, 3648)","(1068, 2127, 1371, 2472)"
4765,"(4641, 43, 5472, 1813)","(4738, 76, 5418, 712)"
4766,"(0, 130, 2979, 3648)","(1144, 119, 2051, 1457)"
4767,"(1554, 0, 4803, 3648)","(2418, 0, 3680, 1328)"
4768,"(1133, 2245, 2072, 3648)",
4769,"(4803, 842, 5472, 2407)","(5008, 896, 5472, 1598)"
4770,"(0, 324, 3108, 3648)","(1360, 432, 1878, 1684)"
4771,"(1576, 0, 5062, 3648)","(2493, 0, 3702, 972)"
4772,"(399, 1177, 2374, 3648)","(1522, 1295, 1770, 1911)"
4773,"(227, 0, 3389, 3648)","(1619, 0, 2536, 1047)"
4774,"(2061, 0, 5407, 3648)","(2849, 0, 4026, 896)"
4775,"(1263, 1436, 2234, 3648)","(1349, 1425, 1813, 2094)"
4776,"(86, 0, 3270, 3648)","(1403, 0, 2364, 1446)"
4777,"(2299, 173, 5353, 3648)","(2418, 205, 3562, 1652)"
4778,"(183, 1209, 1802, 3648)","(842, 1263, 1328, 1975)"
4779,"(0, 0, 2774, 3648)","(917, 0, 2007, 1025)"
4780,"(1619, 432, 4706, 3648)","(3378, 529, 4609, 1921)"
4781,"(896, 1317, 1878, 3648)","(1015, 1339, 1435, 2148)"
4782,"(1662, 1187, 2461, 1738)","(1727, 1220, 2061, 1598)"
4783,"(0, 302, 2882, 3648)","(1015, 335, 2126, 1576)"
4784,"(2115, 0, 4846, 3648)","(2148, 0, 3259, 1187)"
4785,"(1522, 43, 4630, 3648)","(2126, 43, 3216, 1015)"
4786,"(1554, 367, 5105, 3648)","(2267, 367, 3400, 1414)"
4787,"(1543, 0, 4522, 3174)","(3022, 572, 4026, 1749)"
4788,"(1846, 1079, 4760, 3648)","(3184, 1598, 4144, 2655)"
4789,"(1867, 918, 4695, 3648)","(3065, 1889, 4144, 2979)"
4790,"(1813, 853, 4663, 3648)","(3162, 1749, 4209, 2807)"
4791,"(2094, 2645, 3227, 3562)",
4792,"(723, 0, 3292, 3648)","(2267, 0, 3130, 993)"
4793,"(2558, 0, 4695, 2850)","(3626, 173, 4695, 1252)"
4794,"(0, 1533, 1122, 3422)",
4795,"(2892, 1058, 4393, 2871)","(3227, 1069, 3939, 1835)"
4796,"(0, 0, 788, 3648)","(0, 0, 486, 982)"
4797,"(345, 130, 2267, 2969)","(1198, 378, 2223, 1425)"
4798,"(2137, 2450, 3152, 3648)",
4799,"(4706, 1241, 5472, 2936)",
4800,"(756, 151, 3378, 3648)","(2342, 184, 3378, 1565)"
4801,"(2849, 0, 4360, 3184)","(2957, 0, 3929, 1079)"
4802,"(65, 1770, 3173, 5472)","(1597, 1798, 2749, 3079)"
4803,"(1475, 1842, 3159, 5472)","(1597, 2029, 2554, 3115)"
4804,"(799, 2050, 2813, 5472)","(1367, 2093, 2504, 3259)"
