monkey_id,jpg_id,monkey_name
3207,1979,DF2I
3208,1980,0EX
3209,1980,67K
3210,1980,DF2I
3211,1981,0EX
3212,1981,67K
3213,1981,DF2I
3214,1982,26J
3215,1982,68Y
3216,1983,26J
3217,1983,68Y
3218,1984,26J
3219,1984,68Y
3220,1985,26J
3221,1985,68Y
3222,1986,26J
3223,1986,68Y
3224,1987,26J
3225,1987,68Y
3226,1988,26J
3227,1988,68Y
3228,1989,26J
3229,1989,68Y
3230,1990,26J
3231,1990,68Y
3232,1991,26J
3233,1991,68Y
3234,1992,26J
3235,1992,68Y
3236,1993,26J
3237,1993,68Y
3238,1994,26J
3239,1994,68Y
3240,1995,0EX
3241,1995,36J
3242,1995,Unknown1
3243,1996,0EX
3244,1996,36J
3245,1996,67K
3246,1996,Unknown1
3247,1997,0EX
3248,1997,36J
3249,1997,67K
3250,1997,Unknown1
3251,1998,0EX
3252,1998,36J
3253,1998,67K
3254,1998,Unknown1
3255,1999,0EX
3256,1999,36J
3257,1999,67K
3258,1999,Unknown1
3259,2000,0EX
3260,2000,36J
3261,2000,67K
3262,2000,Unknown1
3263,2001,0EX
3264,2001,36J
3265,2001,67K
3266,2001,Unknown1
3267,2002,0EX
3268,2002,36J
3269,2002,67K
3270,2002,Unknown1
3271,2003,0EX
3272,2003,36J
3273,2003,67K
3274,2003,Unknown1
3275,2004,26J
3276,2004,68Y
3277,2005,26J
3278,2005,68Y
3279,2006,36J
3280,2007,36J
3281,2008,36J
3282,2009,26J
3283,2010,26J
3284,2011,26J
3285,2012,58I
3286,2013,58I
3287,2014,58I
3288,2015,58I
3289,2016,58I
3290,2017,58I
3291,2018,58I
3292,2019,58I
3293,2020,68Y
3294,2021,26J
3295,2022,DF2I
3296,2023,37I
3297,2023,58I
3298,2024,37I
3299,2024,58I
3300,2025,37I
3301,2025,58I
3302,2026,37I
3303,2026,58I
3304,2027,58I
3305,2028,58I
3306,2029,58I
3307,2030,58I
3308,2031,58I
3309,2032,58I
3310,2033,0EX
3311,2033,36J
3312,2033,67K
3313,2034,0EX
3314,2034,36J
3315,2034,67K
3316,2035,58I
3317,2036,58I
3318,2037,0EX
3319,2037,36J
3320,2037,67K
3321,2038,0EX
3322,2038,36J
3323,2038,67K
3324,2039,0EX
3325,2039,36J
3326,2039,67K
3327,2040,0EX
3328,2040,36J
3329,2040,67K
3330,2041,0EX
3331,2041,36J
3332,2041,67K
3333,2042,0EX
3334,2042,36J
3335,2042,67K
3336,2043,0EX
3337,2043,36J
3338,2043,67K
3339,2044,0EX
3340,2044,36J
3341,2044,67K
3342,2045,0EX
3343,2045,36J
3344,2045,67K
3345,2046,120K
3346,2046,49Y
3347,2046,Unknown1
3348,2046,Unknown2
3349,2047,G942
3350,2048,86I
3351,2049,58K
3352,2049,70G
3353,2050,114J
3354,2050,Unknown1
3355,2050,Unknown2
3356,2051,120K
3357,2051,49Y
3358,2051,Unknown1
3359,2051,Unknown2
3360,2052,59E
3361,2053,59E
3362,2054,59E
3363,2055,68E
3364,2055,G942
3365,2056,G942
3366,2057,120K
3367,2057,49Y
3368,2058,120K
3369,2058,49Y
3370,2058,Unknown1
3371,2059,120K
3372,2059,49Y
3373,2059,Unknown1
3374,2060,79G
3375,2061,114J
3376,2062,126K
3377,2062,35Y
3378,2063,86I
3379,2063,Unknown1
3380,2064,42K
3381,2064,68E
3382,2065,68E
3383,2065,Unknown1
3384,2066,79G
3385,2067,59E
3386,2068,58K
3387,2068,70G
3388,2069,120K
3389,2069,49Y
3390,2070,59E
3391,2071,167I
3392,2072,167I
3393,2072,Unknown1
3394,2073,126K
3395,2073,35Y
3396,2074,114J
3397,2074,Unknown1
3398,2075,114J
3399,2075,Unknown1
3400,2076,86I
3401,2077,114J
3402,2077,35Y
3403,2078,42K
3404,2078,68E
3405,2079,126K
3406,2079,35Y
3407,2080,59E
3408,2081,58K
3409,2081,70G
3410,2082,48Z
3411,2083,48Z
3412,2084,48Z
3413,2085,86I
3414,2086,79G
3415,2087,79G
3416,2088,48Z
3417,2089,79G
3418,2090,79G
3419,2091,79G
3420,2092,Unknown1
3421,2093,120K
3422,2093,49Y
3423,2094,120K
3424,2094,49Y
3425,2094,Unknown1
3426,2095,120K
3427,2095,49Y
3428,2095,Unknown1
3429,2096,48Z
3430,2096,Unknown1
3431,2096,Unknown2
3432,2097,114J
3433,2098,79G
3434,2099,79G
3435,2100,58K
3436,2100,70G
3437,2101,58K
3438,2101,70G
3439,2102,58K
3440,2102,70G
3441,2103,86I
3442,2104,86I
3443,2105,86I
3444,2106,86I
3445,2107,58K
3446,2107,70G
3447,2108,58K
3448,2108,70G
3449,2109,58K
3450,2109,70G
3451,2110,58K
3452,2110,70G
3453,2111,58K
3454,2111,70G
3455,2112,58K
3456,2112,70G
3457,2113,58K
3458,2113,70G
3459,2114,48Z
3460,2115,48Z
3461,2116,48Z
3462,2117,48Z
3463,2118,48Z
3464,2119,48Z
3465,2120,126K
3466,2120,35Y
3467,2121,114J
3468,2121,G942
3469,2122,114J
3470,2122,G942
3471,2123,G942
3472,2124,G942
3473,2125,79G
3474,2126,79G
3475,2127,48Z
3476,2128,48Z
3477,2129,48Z
3478,2130,48Z
3479,2131,48Z
3480,2132,42K
3481,2132,68E
3482,2133,42K
3483,2133,68E
3484,2134,42K
3485,2134,68E
3486,2135,42K
3487,2135,68E
3488,2136,120K
3489,2136,49Y
3490,2137,120K
3491,2137,49Y
3492,2137,Unknown1
3493,2138,120K
3494,2138,49Y
3495,2138,Unknown1
3496,2139,120K
3497,2139,49Y
3498,2139,Unknown1
3499,2140,120K
3500,2140,49Y
3501,2140,Unknown1
3502,2141,48Z
3503,2142,48Z
3504,2143,48Z
3505,2144,79G
3506,2145,79G
3507,2146,79G
3508,2147,101G
3509,2148,101G
3510,2149,101G
3511,2150,101G
3512,2151,101G
3513,2152,101G
3514,2153,101G
3515,2154,139K
3516,2154,14F
3517,2155,139K
3518,2155,14F
3519,2156,101G
3520,2156,139K
3521,2156,14F
3522,2157,101G
3523,2157,139K
3524,2157,14F
3525,2158,101G
3526,2158,139K
3527,2158,14F
3528,2159,101G
3529,2159,139K
3530,2159,14F
3531,2160,101G
3532,2160,139K
3533,2160,14F
3534,2161,101G
3535,2161,139K
3536,2161,14F
3537,2162,101G
3538,2162,139K
3539,2162,14F
3540,2163,101G
3541,2163,139K
3542,2163,14F
3543,2164,101G
3544,2164,139K
3545,2164,14F
3546,2165,101G
3547,2166,101G
3548,2167,101G
3549,2168,101G
3550,2169,101G
3551,2170,101G
3552,2171,101G
3553,2172,101G
3554,2173,101G
3555,2174,101G
3556,2175,122K
3557,2175,139K
3558,2175,14F
3559,2175,68F
3560,2176,122K
3561,2176,68F
3562,2177,101G
3563,2177,139K
3564,2177,14F
3565,2178,101G
3566,2178,139K
3567,2178,14F
3568,2179,101G
3569,2179,139K
3570,2179,14F
3571,2179,G701
3572,2180,101G
3573,2180,139K
3574,2180,14F
3575,2180,G701
3576,2181,101G
3577,2181,139K
3578,2181,14F
3579,2181,G701
3580,2182,101G
3581,2182,139K
3582,2182,14F
3583,2182,G701
3584,2183,101G
3585,2183,139K
3586,2183,14F
3587,2184,101G
3588,2184,139K
3589,2184,14F
3590,2185,122K
3591,2185,68F
3592,2186,122K
3593,2186,68F
3594,2187,122K
3595,2187,68F
3596,2188,101G
3597,2188,G701
3598,2189,122K
3599,2189,68F
3600,2190,139K
3601,2190,14F
3602,2191,139K
3603,2191,14F
3604,2192,139K
3605,2192,14F
3606,2193,139K
3607,2193,14F
3608,2194,101G
3609,2194,G701
3610,2195,101G
3611,2195,G701
3612,2196,101G
3613,2196,G701
3614,2197,101G
3615,2197,G701
3616,2198,139K
3617,2198,14F
3618,2199,101G
3619,2199,139K
3620,2199,14F
3621,2199,Unknown1
3622,2200,139K
3623,2200,14F
3624,2200,19J
3625,2200,Unknown1
3626,2200,Unknown2
3627,2201,19J
3628,2202,19J
3629,2203,19J
3630,2204,19J
3631,2205,19J
3632,2206,19J
3633,2207,122K
3634,2207,68F
3635,2208,122K
3636,2208,68F
3637,2209,122K
3638,2209,68F
3639,2210,G701
3640,2211,G701
3641,2212,G701
3642,2213,139K
3643,2213,14F
3644,2214,139K
3645,2214,14F
3646,2215,139K
3647,2215,14F
3648,2216,68F
3649,2217,19J
3650,2218,19J
3651,2219,19J
3652,2220,19J
3653,2221,19J
3654,2222,19J
3655,2223,19J
3656,2224,19J
3657,2225,19J
3658,2226,19J
3659,2227,19J
3660,2228,19J
3661,2229,19J
3662,2230,19J
3663,2231,19J
3664,2232,122K
3665,2232,68F
3666,2233,122K
3667,2233,68F
3668,2234,122K
3669,2234,68F
3670,2235,19J
3671,2236,122K
3672,2236,68F
3673,2237,122K
3674,2237,68F
3675,2238,19J
3676,2239,19J
3677,2240,19J
3678,2241,122K
3679,2241,68F
3680,2242,122K
3681,2242,68F
3682,2243,122K
3683,2243,68F
3684,2244,122K
3685,2244,68F
3686,2245,122K
3687,2245,68F
3688,2246,19J
3689,2247,19J
3690,2248,19J
3691,2249,19J
3692,2250,19J
3693,2251,122K
3694,2251,68F
3695,2252,19J
3696,2253,19J
3697,2254,19J
3698,2254,68F
3699,2254,Unknown1
3700,2255,19J
3701,2255,68F
3702,2255,Unknown1
3703,2256,19J
3704,2256,Unknown1
3705,2257,19J
3706,2258,19J
3707,2259,19J
3708,2260,19J
3709,2260,Unknown1
3710,2261,19J
3711,2262,19J
3712,2263,19J
3713,2264,19J
3714,2265,19J
3715,2266,19J
3716,2267,19J
3717,2268,19J
3718,2269,19J
3719,2270,19J
3720,2271,19J
3721,2272,19J
3722,2273,19J
3723,2274,19J
3724,2275,19J
3725,2276,19J
3726,2277,19J
3727,2278,19J
3728,2279,19J
3729,2280,19J
3730,2281,19J
3731,2282,122K
3732,2282,68F
3733,2283,122K
3734,2283,68F
3735,2284,122K
3736,2284,68F
3737,2285,G701
3738,2286,G701
3739,2287,122K
3740,2287,68F
3741,2288,122K
3742,2288,68F
3743,2289,122K
3744,2289,68F
3745,2290,122K
3746,2290,68F
3747,2291,122K
3748,2291,68F
3749,2292,G701
3750,2293,G701
3751,2294,G701
3752,2295,122K
3753,2295,68F
3754,2296,122K
3755,2296,68F
3756,2297,122K
3757,2297,68F
3758,2298,19J
3759,2299,19J
3760,2300,19J
3761,2301,19J
3762,2302,19J
3763,2303,19J
3764,2304,19J
3765,2305,G701
3766,2306,G701
3767,2307,G701
3768,2308,G701
3769,2309,G701
3770,2310,G701
3771,2311,G701
3772,2312,122K
3773,2312,68F
3774,2313,G701
3775,2314,G701
3776,2315,G701
3777,2316,19J
3778,2316,G701
3779,2317,19J
3780,2317,G701
3781,2318,G701
3782,2319,G701
3783,2320,G701
3784,2321,G701
3785,2322,G701
3786,2323,G701
3787,2324,G701
3788,2325,G701
3789,2326,G701
3790,2327,G701
3791,2328,G701
3792,2329,G701
3793,2330,19J
3794,2330,G701
3795,2330,Unknown1
3796,2331,G701
3797,2332,122K
3798,2332,68F
3799,2333,122K
3800,2333,68F
3801,2334,122K
3802,2334,68F
3803,2335,122K
3804,2335,68F
3805,2336,122K
3806,2336,68F
3807,2337,122K
3808,2337,68F
3809,2338,122K
3810,2338,68F
3811,2339,122K
3812,2339,68F
3813,2340,G701
3814,2341,G701
3815,2342,G701
3816,2343,G701
3817,2344,G701
3818,2345,G701
3819,2346,G701
3820,2347,G701
3821,2348,122K
3822,2348,68F
3823,2349,G701
3824,2350,122K
3825,2350,68F
3826,2351,122K
3827,2351,68F
3828,2352,122K
3829,2352,68F
3830,2353,122K
3831,2353,68F
3832,2354,101G
3833,2355,101G
3834,2356,139K
3835,2356,14F
3836,2357,122K
3837,2357,68F
3838,2357,G701
3839,2358,122K
3840,2358,68F
3841,2358,G701
3842,2359,122K
3843,2359,68F
3844,2359,G701
3845,2360,122K
3846,2360,68F
3847,2360,G701
3848,2361,122K
3849,2361,68F
3850,2361,G701
3851,2362,122K
3852,2362,68F
3853,2362,G701
3854,2363,122K
3855,2363,68F
3856,2363,G701
3857,2364,122K
3858,2364,68F
3859,2365,122K
3860,2365,68F
3861,2366,139K
3862,2366,14F
3863,2367,139K
3864,2367,14F
3865,2368,101G
3866,2369,101G
3867,2370,122K
3868,2370,68F
3869,2371,122K
3870,2371,68F
3871,2372,122K
3872,2372,68F
3873,2373,139K
3874,2373,14F
3875,2373,68F
3876,2374,139K
3877,2374,14F
3878,2375,139K
3879,2375,14F
3880,2376,101G
3881,2377,68F
3882,2377,G701
3883,2378,101G
3884,2379,101G
3885,2380,101G
3886,2381,101G
3887,2382,101G
3888,2383,68F
3889,2383,G701
3890,2384,68F
3891,2384,G701
3892,2385,68F
3893,2385,G701
3894,2386,68F
3895,2386,G701
3896,2387,68F
3897,2387,G701
3898,2388,68F
3899,2388,G701
3900,2389,19J
3901,2389,68F
3902,2390,G701
3903,2391,122K
3904,2391,68F
3905,2391,G701
3906,2392,122K
3907,2392,68F
3908,2392,G701
3909,2393,19J
3910,2393,68F
3911,2394,19J
3912,2395,139K
3913,2395,14F
3914,2396,139K
3915,2396,14F
3916,2397,101G
3917,2398,101G
3918,2399,101G
3919,2400,101G
3920,2400,G701
3921,2401,19J
3922,2402,19J
3923,2403,101G
3924,2404,101G
3925,2405,101G
3926,2406,101G
3927,2407,G701
3928,2408,G701
3929,2409,19J
3930,2410,122K
3931,2410,139K
3932,2410,14F
3933,2410,68F
3934,2411,122K
3935,2411,139K
3936,2411,14F
3937,2411,68F
3938,2412,139K
3939,2412,14F
3940,2413,101G
3941,2414,101G
3942,2415,101G
3943,2416,G701
3944,2417,G701
3945,2418,G701
3946,2419,139K
3947,2419,14F
3948,2419,19J
3949,2420,19J
3950,2421,139K
3951,2421,14F
3952,2422,19J
3953,2423,122K
3954,2423,68F
3955,2424,122K
3956,2424,68F
3957,2425,122K
3958,2425,68F
3959,2426,122K
3960,2426,68F
3961,2427,19J
3962,2428,101G
3963,2428,19J
3964,2428,Unknown1
3965,2429,G701
3966,2430,G701
3967,2431,122K
3968,2431,139K
3969,2431,14F
3970,2431,68F
3971,2432,122K
3972,2432,139K
3973,2432,14F
3974,2432,68F
3975,2433,122K
3976,2433,139K
3977,2433,14F
3978,2433,68F
3979,2434,122K
3980,2434,14F
3981,2434,68F
3982,2435,122K
3983,2435,14F
3984,2435,68F
3985,2436,122K
3986,2436,14F
3987,2436,68F
3988,2437,101G
3989,2438,101G
3990,2439,101G
3991,2440,101G
3992,2441,122K
3993,2441,68F
3994,2442,122K
3995,2442,68F
3996,2443,122K
3997,2443,68F
3998,2444,122K
3999,2444,68F
4000,2445,122K
4001,2445,68F
4002,2446,19J
4003,2446,Unknown1
4004,2447,101G
4005,2448,101G
4006,2449,101G
4007,2450,101G
4008,2451,101G
4009,2452,101G
4010,2453,101G
4011,2454,101G
4012,2455,101G
4013,2456,101G
4014,2457,101G
4015,2458,101G
4016,2459,101G
4017,2460,101G
4018,2461,101G
4019,2462,122K
4020,2462,68F
4021,2463,122K
4022,2463,68F
4023,2464,0EX
4024,2464,67K
4025,2464,68Y
4026,2465,0EX
4027,2465,67K
4028,2465,68Y
4029,2465,DF2I
4030,2465,Unknown1
4031,2466,68Y
4032,2467,0EX
4033,2467,67K
4034,2467,DF2I
4035,2467,Unknown1
4036,2468,0EX
4037,2468,67K
4038,2468,DF2I
4039,2469,0EX
4040,2469,67K
4041,2469,DF2I
4042,2470,0EX
4043,2470,DF2I
4044,2471,0EX
4045,2471,DF2I
4046,2472,0EX
4047,2472,DF2I
4048,2473,0EX
4049,2473,DF2I
4050,2474,26J
4051,2474,68Y
4052,2475,0EX
4053,2475,67K
4054,2475,DF2I
4055,2476,0EX
4056,2476,67K
4057,2476,DF2I
4058,2477,0EX
4059,2477,67K
4060,2477,DF2I
4061,2478,0EX
4062,2478,67K
4063,2478,DF2I
4064,2479,68Y
4065,2480,68Y
4066,2481,36J
4067,2481,Unknown1
4068,2482,36J
4069,2482,Unknown1
4070,2483,26J
4071,2484,26J
4072,2485,26J
4073,2486,26J
4074,2487,26J
4075,2488,26J
4076,2489,26J
4077,2490,26J
4078,2491,26J
4079,2492,37I
4080,2493,26J
4081,2494,26J
4082,2495,09X
4083,2496,09X
4084,2497,09X
4085,2497,Unknown1
4086,2498,09X
4087,2499,09X
4088,2500,09X
4089,2500,Unknown1
4090,2501,09X
4091,2501,Unknown1
4092,2502,26J
4093,2503,26J
4094,2504,26J
4095,2505,26J
4096,2506,40J
4097,2506,Unknown1
4098,2507,40J
4099,2507,Unknown1
4100,2508,37I
4101,2509,37I
4102,2510,58I
4103,2511,58I
4104,2512,58I
4105,2513,58I
4106,2514,58I
4107,2515,58I
4108,2516,37I
4109,2516,Unknown1
4110,2517,37I
4111,2517,Unknown1
4112,2518,58I
4113,2519,58I
4114,2520,58I
4115,2521,58I
4116,2522,58I
4117,2523,58I
4118,2524,58I
4119,2525,26J
4120,2525,68Y
4121,2525,Unknown1
4122,2526,26J
4123,2526,68Y
4124,2526,Unknown1
4125,2526,Unknown2
4126,2527,58I
4127,2528,58I
4128,2529,58I
4129,2530,58I
4130,2531,26J
4131,2531,Unknown1
4132,2532,26J
4133,2532,Unknown1
4134,2533,0EX
4135,2533,67K
4136,2533,DF2I
4137,2534,0EX
4138,2534,67K
4139,2534,DF2I
4140,2535,0EX
4141,2535,67K
4142,2535,DF2I
4143,2536,0EX
4144,2536,67K
4145,2536,DF2I
4146,2537,0EX
4147,2537,67K
4148,2537,DF2I
4149,2537,Unknown1
4150,2538,26J
4151,2538,68Y
4152,2538,Unknown1
4153,2539,37I
4154,2540,37I
4155,2541,37I
4156,2542,37I
4157,2543,37I
4158,2544,37I
4159,2545,37I
4160,2546,37I
4161,2547,37I
4162,2548,37I
4163,2549,37I
4164,2550,40J
4165,2551,40J
4166,2552,40J
4167,2553,40J
4168,2554,36J
4169,2554,Unknown1
4170,2555,36J
4171,2555,Unknown1
4172,2556,58I
4173,2556,Unknown1
4174,2557,58I
4175,2557,Unknown1
4176,2558,37I
4177,2559,37I
4178,2560,37I
4179,2561,37I
4180,2562,37I
4181,2563,26J
4182,2564,26J
4183,2565,68Y
4184,2565,DF2I
4185,2566,68Y
4186,2566,DF2I
4187,2567,26J
4188,2567,68Y
4189,2567,DF2I
4190,2568,26J
4191,2568,68Y
4192,2568,DF2I
4193,2569,0EX
4194,2569,67K
4195,2570,0EX
4196,2570,67K
4197,2571,0EX
4198,2572,0EX
4199,2572,67K
4200,2573,0EX
4201,2573,67K
4202,2574,09X
4203,2575,09X
4204,2576,09X
4205,2577,09X
4206,2578,DF2I
4207,2579,DF2I
4208,2580,DF2I
4209,2581,37I
4210,2582,37I
4211,2583,37I
4212,2584,37I
4213,2585,37I
4214,2586,37I
4215,2587,37I
4216,2588,36J
4217,2588,37I
4218,2589,36J
4219,2589,37I
4220,2589,Unknown1
4221,2590,36J
4222,2590,37I
4223,2591,36J
4224,2591,37I
4225,2591,Unknown1
4226,2592,26J
4227,2592,68Y
4228,2592,Unknown1
4229,2593,26J
4230,2593,68Y
4231,2593,Unknown1
4232,2594,26J
4233,2594,68Y
4234,2594,Unknown1
4235,2595,26J
4236,2595,68Y
4237,2595,Unknown1
4238,2596,26J
4239,2596,68Y
4240,2597,26J
4241,2597,68Y
4242,2598,26J
4243,2598,68Y
4244,2599,0EX
4245,2599,67K
4246,2600,0EX
4247,2600,67K
4248,2601,0EX
4249,2601,67K
4250,2602,0EX
4251,2602,67K
4252,2603,67K
4253,2604,67K
4254,2605,67K
4255,2606,67K
4256,2607,67K
4257,2608,26J
4258,2608,68Y
4259,2609,26J
4260,2609,68Y
4261,2610,26J
4262,2610,68Y
4263,2611,DF2I
4264,2611,Unknown1
4265,2612,DF2I
4266,2612,Unknown1
4267,2613,DF2I
4268,2613,Unknown1
4269,2614,DF2I
4270,2614,Unknown1
4271,2615,0EX
4272,2615,67K
4273,2616,0EX
4274,2616,67K
4275,2617,0EX
4276,2617,67K
4277,2618,36J
4278,2619,36J
4279,2620,36J
4280,2621,36J
4281,2622,36J
4282,2623,36J
4283,2624,36J
4284,2625,0EX
4285,2625,68Y
4286,2626,0EX
4287,2626,68Y
4288,2627,0EX
4289,2627,68Y
4290,2628,0EX
4291,2628,68Y
4292,2629,68Y
4293,2630,DF2I
4294,2630,Unknown1
4295,2631,DF2I
4296,2631,Unknown1
4297,2632,DF2I
4298,2632,Unknown1
4299,2633,26J
4300,2634,26J
4301,2635,09X
4302,2635,40J
4303,2635,DF2I
4304,2636,09X
4305,2636,40J
4306,2636,DF2I
4307,2637,0EX
4308,2637,67K
4309,2638,0EX
4310,2638,67K
4311,2639,0EX
4312,2639,67K
4313,2640,0EX
4314,2640,67K
4315,2641,0EX
4316,2642,09X
4317,2642,DF2I
4318,2642,Unknown1
4319,2643,09X
4320,2643,DF2I
4321,2643,Unknown1
4322,2644,09X
4323,2644,DF2I
4324,2644,Unknown1
4325,2645,09X
4326,2645,DF2I
4327,2645,Unknown1
4328,2646,26J
4329,2647,26J
4330,2648,26J
4331,2649,26J
4332,2650,26J
4333,2651,09X
4334,2651,DF2I
4335,2652,09X
4336,2652,DF2I
4337,2653,09X
4338,2653,DF2I
4339,2654,09X
4340,2654,DF2I
4341,2655,26J
4342,2656,26J
4343,2657,26J
4344,2658,26J
4345,2659,26J
4346,2660,09X
4347,2660,40J
4348,2661,09X
4349,2661,40J
4350,2662,09X
4351,2662,40J
4352,2663,0EX
4353,2663,67K
4354,2663,DF2I
4355,2663,Unknown1
4356,2664,0EX
4357,2664,67K
4358,2664,DF2I
4359,2664,Unknown1
4360,2665,0EX
4361,2665,67K
4362,2665,DF2I
4363,2665,Unknown1
4364,2666,0EX
4365,2666,67K
4366,2666,DF2I
4367,2666,Unknown1
4368,2667,0EX
4369,2667,67K
4370,2667,DF2I
4371,2667,Unknown1
4372,2668,58I
4373,2668,Unknown1
4374,2669,58I
4375,2669,Unknown1
4376,2670,58I
4377,2670,Unknown1
4378,2671,58I
4379,2671,Unknown1
4380,2672,58I
4381,2672,Unknown1
4382,2673,58I
4383,2673,Unknown1
4384,2674,58I
4385,2674,Unknown1
4386,2675,26J
4387,2676,0EX
4388,2676,36J
4389,2676,67K
4390,2676,DF2I
4391,2676,Unknown1
4392,2677,0FL
4393,2677,Unknown1
4394,2678,0FL
4395,2678,Unknown1
4396,2679,0FL
4397,2679,Unknown1
4398,2680,0FL
4399,2680,Unknown1
4400,2681,0FL
4401,2681,Unknown1
4402,2682,0FL
4403,2683,0FL
4404,2683,Unknown1
4405,2684,0FL
4406,2684,Unknown1
4407,2685,0FL
4408,2685,Unknown1
4409,2686,0FL
4410,2686,Unknown1
4411,2687,68Y
4412,2687,Unknown1
4413,2688,68Y
4414,2688,Unknown1
4415,2689,68Y
4416,2689,Unknown1
4417,2690,79G
4418,2691,79G
4419,2692,126K
4420,2692,35Y
4421,2693,86I
4422,2694,86I
4423,2695,86I
4424,2696,86I
4425,2697,86I
4426,2698,86I
4427,2699,86I
4428,2700,86I
4429,2701,86I
4430,2702,86I
4431,2703,86I
4432,2704,86I
4433,2705,86I
4434,2706,86I
4435,2707,86I
4436,2708,86I
4437,2709,86I
4438,2710,86I
4439,2711,86I
4440,2712,86I
4441,2713,86I
4442,2714,86I
4443,2715,114J
4444,2716,114J
4445,2716,35Y
4446,2717,114J
4447,2717,126K
4448,2717,35Y
4449,2718,114J
4450,2718,126K
4451,2718,35Y
4452,2719,114J
4453,2719,126K
4454,2719,35Y
4455,2720,114J
4456,2721,114J
4457,2722,114J
4458,2722,35Y
4459,2723,114J
4460,2724,114J
4461,2725,114J
4462,2726,114J
4463,2727,114J
4464,2728,114J
4465,2729,114J
4466,2730,114J
4467,2731,126K
4468,2731,35Y
4469,2732,126K
4470,2732,35Y
4471,2733,126K
4472,2733,35Y
4473,2734,126K
4474,2734,35Y
4475,2735,126K
4476,2735,35Y
4477,2736,126K
4478,2736,35Y
4479,2737,126K
4480,2737,35Y
4481,2738,114J
4482,2739,114J
4483,2740,114J
4484,2741,114J
4485,2742,114J
4486,2743,114J
4487,2744,114J
4488,2744,86I
4489,2745,114J
4490,2745,86I
4491,2746,114J
4492,2746,86I
4493,2747,114J
4494,2747,86I
4495,2748,42K
4496,2748,68E
4497,2749,42K
4498,2749,68E
4499,2750,42K
4500,2750,68E
4501,2751,42K
4502,2751,68E
4503,2752,42K
4504,2752,68E
4505,2753,42K
4506,2753,68E
4507,2754,42K
4508,2754,68E
4509,2755,42K
4510,2755,68E
4511,2756,42K
4512,2756,68E
4513,2757,42K
4514,2757,68E
4515,2758,126K
4516,2758,35Y
4517,2758,58K
4518,2758,70G
4519,2758,79G
4520,2759,126K
4521,2759,35Y
4522,2759,58K
4523,2759,70G
4524,2760,126K
4525,2760,35Y
4526,2760,58K
4527,2760,70G
4528,2761,126K
4529,2761,35Y
4530,2761,58K
4531,2761,70G
4532,2762,126K
4533,2762,35Y
4534,2762,58K
4535,2762,70G
4536,2763,126K
4537,2763,35Y
4538,2763,58K
4539,2763,70G
4540,2764,114J
4541,2765,114J
4542,2766,114J
4543,2767,114J
4544,2768,114J
4545,2769,59E
4546,2770,59E
4547,2771,59E
4548,2772,59E
4549,2773,59E
4550,2774,59E
4551,2775,59E
4552,2776,79G
4553,2777,79G
4554,2778,79G
4555,2779,79G
4556,2780,79G
4557,2781,114J
4558,2781,167I
4559,2782,79G
4560,2783,79G
4561,2784,79G
4562,2785,79G
4563,2786,79G
4564,2787,79G
4565,2788,79G
4566,2789,79G
4567,2790,79G
4568,2791,79G
4569,2792,79G
4570,2793,79G
4571,2794,79G
4572,2795,79G
4573,2796,79G
4574,2797,79G
4575,2798,79G
4576,2799,79G
4577,2800,79G
4578,2801,79G
4579,2802,79G
4580,2803,79G
4581,2804,79G
4582,2805,79G
4583,2806,58K
4584,2806,70G
4585,2807,58K
4586,2807,70G
4587,2808,58K
4588,2808,70G
4589,2808,79G
4590,2809,58K
4591,2809,70G
4592,2809,79G
4593,2810,58K
4594,2810,70G
4595,2810,79G
4596,2811,58K
4597,2811,70G
4598,2812,79G
4599,2813,79G
4600,2814,79G
4601,2815,58K
4602,2815,70G
4603,2816,58K
4604,2816,70G
4605,2817,79G
4606,2818,79G
4607,2819,79G
4608,2820,79G
4609,2821,79G
4610,2822,167I
4611,2823,167I
4612,2824,167I
4613,2825,42K
4614,2825,68E
4615,2826,42K
4616,2826,68E
4617,2827,42K
4618,2827,68E
4619,2828,42K
4620,2828,68E
4621,2829,42K
4622,2829,68E
4623,2830,42K
4624,2830,68E
4625,2831,42K
4626,2831,68E
4627,2832,42K
4628,2832,68E
4629,2833,59E
4630,2834,59E
4631,2835,59E
4632,2836,59E
4633,2837,59E
4634,2838,59E
4635,2839,59E
4636,2840,114J
4637,2841,167I
4638,2842,167I
4639,2843,86I
4640,2844,86I
4641,2845,120K
4642,2845,49Y
4643,2846,114J
4644,2847,114J
4645,2848,167I
4646,2849,167I
4647,2850,G942
4648,2851,59E
4649,2852,59E
4650,2853,59E
4651,2854,120K
4652,2854,49Y
4653,2854,86I
4654,2855,120K
4655,2855,49Y
4656,2855,86I
4657,2856,86I
4658,2857,86I
4659,2858,120K
4660,2858,49Y
4661,2858,86I
4662,2859,120K
4663,2859,49Y
4664,2859,86I
4665,2860,120K
4666,2860,49Y
4667,2860,86I
4668,2861,120K
4669,2861,49Y
4670,2861,86I
4671,2862,86I
4672,2863,120K
4673,2863,49Y
4674,2863,86I
4675,2864,G942
4676,2865,G942
4677,2866,120K
4678,2866,49Y
4679,2867,120K
4680,2867,49Y
4681,2868,120K
4682,2868,49Y
4683,2869,42K
4684,2869,68E
4685,2870,42K
4686,2870,68E
4687,2871,42K
4688,2871,68E
4689,2872,86I
4690,2873,86I
4691,2874,86I
