jpg_id,monkey_name,coordinates,body_part
3879,58I,"(0.8663879999999999, 0.050112, 1.0, 0.51365)",Body
3880,58I,"(0.40476199999999996, 0.34046299999999996, 0.690476, 0.5222359999999999)",Face
3880,58I,"(0.12554099999999999, 0.33902099999999996, 0.839827, 0.8569289999999999)",Body
3881,58I,"(0.502165, 0.095214, 0.896104, 0.372201)",Face
3881,58I,"(0.062771, 0.090886, 0.902597, 1.0)",Body
3882,58I,"(0.07575799999999999, 0.20774, 0.709957, 1.0)",Body
3882,58I,"(0.231602, 0.21062599999999998, 0.703463, 0.5222359999999999)",Face
3883,58I,"(0.40692599999999995, 0.089444, 0.852814, 0.370759)",Face
3883,58I,"(0.049783999999999995, 0.075017, 0.891775, 1.0)",Body
3884,58I,"(0.279221, 0.090886, 0.731602, 0.39095599999999997)",Face
3884,58I,"(0.049783999999999995, 0.083673, 0.9134200000000001, 1.0)",Body
3885,58I,"(0.28571399999999997, 0.023082, 0.80303, 0.363545)",Face
3885,58I,"(0.015151999999999999, 0.020197, 0.9285709999999999, 1.0)",Body
3886,58I,"(0.030303, 0.056263, 0.906926, 1.0)",Body
3886,58I,"(0.31168799999999997, 0.062034, 0.798701, 0.38807)",Face
3887,58I,"(0.09523799999999999, 0.077903, 0.8095239999999999, 1.0)",Body
3887,58I,"(0.231602, 0.07646, 0.753247, 0.393841)",Face
3888,68Y,"(0.5324679999999999, 0.253286, 0.655844, 0.435133)",Face
3888,68Y,"(0.445887, 0.24354499999999998, 0.686147, 0.8929969999999999)",Body
3888,Unknown,"(0.0, 0.532442, 0.091858, 0.920812)",Body
3888,Unknown,"(0.0, 0.5418379999999999, 0.025051999999999998, 0.660855)",Face
3888,Unknown1,,
3889,0FL,"(0.305195, 0.251019, 0.593074, 0.399611)",Face
3889,0FL,"(0.220779, 0.240921, 0.6969700000000001, 1.0)",Body
3890,0FL,"(0.593074, 0.411153, 0.8203459999999999, 0.649188)",Face
3890,0FL,"(0.019481, 0.10675499999999999, 0.8246749999999999, 1.0)",Body
3890,Unknown,"(0.849687, 0.907219, 1.0, 1.0)",Body
3891,0FL,"(0.261905, 0.34479099999999996, 0.428571, 0.548203)",Face
3891,0FL,"(0.0043289999999999995, 0.242364, 0.4329, 0.7703700000000001)",Body
3891,58I,"(0.6818179999999999, 0.289971, 0.926407, 0.46597299999999997)",Face
3891,58I,"(0.376623, 0.289971, 0.995671, 0.728534)",Body
3892,0FL,"(0.08225099999999999, 0.310168, 0.365801, 0.506367)",Face
3892,0FL,"(0.0043289999999999995, 0.21062599999999998, 0.37878799999999996, 0.7444029999999999)",Body
3892,58I,"(0.599567, 0.264003, 0.8441559999999999, 0.43135)",Face
3892,58I,"(0.28355, 0.262561, 0.995671, 0.711222)",Body
3893,58I,"(0.359307, 0.320266, 0.645022, 0.49338299999999996)",Face
3893,58I,"(0.058441999999999994, 0.31738099999999997, 0.8896100000000001, 0.7819109999999999)",Body
3894,68Y,"(0.041125999999999996, 0.163018, 1.0, 1.0)",Body
3894,68Y,"(0.521645, 0.171674, 0.8658009999999999, 0.445776)",Face
3895,68Y,"(0.002165, 0.12551, 0.906926, 0.9492579999999999)",Body
3895,68Y,"(0.37878799999999996, 0.132723, 0.729437, 0.41403799999999996)",Face
3896,DF2I,"(0.0, 0.126643, 0.07575799999999999, 0.314984)",Face
3896,DF2I,"(0.0, 0.11365399999999999, 0.10173199999999999, 1.0)",Body
3896,Unknown,"(0.25757599999999997, 0.301995, 0.365801, 0.47734699999999997)",Face
3896,Unknown,"(0.35497799999999996, 0.6981609999999999, 0.482684, 0.857277)",Face
3896,Unknown,"(0.233766, 0.289006, 0.435065, 0.730634)",Body
3896,Unknown,"(0.296537, 0.282512, 0.5779219999999999, 0.863771)",Body
3896,Unknown1,,
3896,Unknown2,,
3897,DF2I,"(0.119048, 0.19808299999999998, 0.261905, 0.360446)",Face
3897,DF2I,"(0.006494, 0.16885799999999998, 0.281385, 1.0)",Body
3897,Unknown,"(0.474026, 0.392918, 0.575758, 0.574765)",Face
3897,Unknown,"(0.528139, 0.7501169999999999, 0.638528, 0.8994909999999999)",Face
3897,Unknown,"(0.287879, 0.386424, 0.6363639999999999, 0.805321)",Body
3897,Unknown,"(0.512987, 0.39616599999999996, 0.7922079999999999, 0.8962439999999999)",Body
3897,Unknown1,,
3897,Unknown2,,
3898,DF2I,"(0.006494, 0.282512, 0.14069299999999998, 0.539045)",Face
3898,DF2I,"(0.0, 0.279264, 0.244589, 0.9936619999999999)",Body
3898,Unknown,"(0.493506, 0.480595, 0.593074, 0.6526989999999999)",Face
3898,Unknown,"(0.25108199999999997, 0.47734699999999997, 0.683983, 1.0)",Body
3898,Unknown,"(0.564935, 0.60399, 0.978355, 0.9514469999999999)",Body
3898,Unknown1,,
3898,Unknown2,,
3899,DF2I,"(0.0, 0.18184699999999998, 0.15800899999999998, 0.905986)",Body
3899,DF2I,"(0.0, 0.18834099999999998, 0.08441599999999999, 0.40266)",Face
3899,Unknown,"(0.324675, 0.769601, 0.679654, 1.0)",Body
3899,Unknown,"(0.279221, 0.487089, 0.588745, 0.961189)",Body
3899,Unknown,"(0.34632, 0.7923319999999999, 0.450216, 0.967684)",Face
3899,Unknown,"(0.367965, 0.49358399999999997, 0.491342, 0.6754300000000001)",Face
3899,Unknown1,,
3899,Unknown2,,
3900,DF2I,"(0.0, 0.21431899999999998, 0.036796999999999996, 0.45461599999999996)",Face
3900,DF2I,"(0.0, 0.20457699999999998, 0.20346299999999998, 0.9514469999999999)",Body
3900,Unknown,"(0.4329, 0.480595, 0.547619, 0.665688)",Face
3900,Unknown,"(0.357143, 0.785837, 0.441558, 0.915727)",Face
3900,Unknown,"(0.30303, 0.737128, 0.593074, 1.0)",Body
3900,Unknown,"(0.21428599999999998, 0.467605, 0.556277, 0.925469)",Body
3900,Unknown1,,
3900,Unknown2,,
3901,26J,"(0.25974, 0.415649, 0.714286, 0.886502)",Body
3901,26J,"(0.28571399999999997, 0.435133, 0.39610399999999996, 0.600743)",Face
3901,36J,"(0.510823, 0.276017, 0.616883, 0.415649)",Face
3901,36J,"(0.458874, 0.263028, 0.658009, 0.828051)",Body
3901,DF2I,"(0.065134, 0.55181, 0.212644, 0.695511)",Body
3902,26J,"(0.09671199999999999, 0.19442099999999998, 0.5299809999999999, 0.89956)",Body
3902,26J,"(0.38297899999999996, 0.458486, 0.450677, 0.5774600000000001)",Face
3902,36J,"(0.675325, 0.250039, 0.800866, 0.435133)",Face
3902,36J,"(0.588745, 0.24354499999999998, 0.8311689999999999, 0.7436229999999999)",Body
3903,26J,"(0.373308, 0.452682, 0.479691, 0.583263)",Face
3903,26J,"(0.152805, 0.252457, 0.582205, 0.9285779999999999)",Body
3903,36J,"(0.673114, 0.275672, 0.793037, 0.452682)",Face
3903,36J,"(0.6170209999999999, 0.26406399999999997, 0.8317209999999999, 0.745765)",Body
3904,26J,"(0.47001899999999996, 0.452682, 0.566731, 0.6267900000000001)",Face
3904,26J,"(0.20696299999999998, 0.452682, 0.5706, 1.0)",Body
3904,36J,"(0.468085, 0.307592, 0.576402, 0.46719099999999997)",Face
3904,36J,"(0.452611, 0.098661, 0.978723, 0.6790229999999999)",Body
3904,Unknown,"(0.057470999999999994, 0.094842, 0.16283499999999998, 0.23854299999999998)",Face
3904,Unknown,"(0.0, 0.08622, 0.206897, 0.554684)",Body
3904,Unknown,"(0.0, 0.689763, 0.12069, 1.0)",Body
3904,Unknown1,,
3904,Unknown2,,
3905,26J,"(0.504836, 0.35111899999999996, 0.6073500000000001, 0.510718)",Face
3905,26J,"(0.189555, 0.348217, 0.6170209999999999, 1.0)",Body
3905,36J,"(0.373308, 0.139287, 0.907157, 0.719648)",Body
3905,36J,"(0.386847, 0.27277, 0.499033, 0.438173)",Face
3905,Unknown,"(0.0, 0.770235, 0.09003799999999999, 1.0)",Body
3905,Unknown,"(0.0, 0.160945, 0.17816099999999999, 0.612165)",Body
3905,Unknown,"(0.059386999999999995, 0.16669299999999998, 0.16283499999999998, 0.301771)",Face
3905,Unknown1,,
3905,Unknown2,,
3906,0EX,"(0.284333, 0.29650899999999997, 0.504836, 0.442185)",Face
3906,0EX,"(0.27853, 0.292641, 0.7446809999999999, 0.7967059999999999)",Body
3906,67K,"(0.334623, 0.47312499999999996, 0.471954, 0.5646559999999999)",Face
3906,67K,"(0.321083, 0.46667899999999995, 0.667311, 0.7902600000000001)",Body
3907,37I,"(0.10058, 0.207556, 0.588008, 1.0)",Body
3907,37I,"(0.222437, 0.211424, 0.5241779999999999, 0.40351000000000004)",Face
3908,58I,"(0.147002, 0.269436, 0.870406, 0.7554529999999999)",Body
3908,58I,"(0.37911000000000006, 0.277171, 0.586074, 0.43058199999999996)",Face
3909,58I,"(0.2147, 0.266858, 0.37524199999999996, 0.41898)",Face
3909,58I,"(0.18762099999999998, 0.26299, 0.8994200000000001, 0.710332)",Body
3910,68Y,"(0.35589899999999997, 0.058012999999999995, 0.773694, 0.389329)",Face
3910,68Y,"(0.239845, 0.056722999999999996, 1.0, 1.0)",Body
3911,68Y,"(0.11605399999999999, 0.104423, 0.576402, 0.41640099999999997)",Face
3911,68Y,"(0.003868, 0.10313299999999999, 1.0, 1.0)",Body
3912,68Y,"(0.059961, 0.176616, 0.48936199999999996, 0.462811)",Face
3912,68Y,"(0.003868, 0.13794099999999998, 1.0, 1.0)",Body
3913,0EX,"(0.36170199999999997, 0.342919, 0.779497, 0.765766)",Body
3913,0EX,"(0.44100599999999995, 0.346786, 0.6247579999999999, 0.475703)",Face
3913,67K,"(0.43907199999999996, 0.5221129999999999, 0.665377, 0.689705)",Body
3913,67K,"(0.47582199999999997, 0.5234019999999999, 0.6228239999999999, 0.608487)",Face
3914,68Y,"(0.243714, 0.284906, 0.48162499999999997, 0.471836)",Face
3914,68Y,"(0.179884, 0.28232799999999997, 0.663443, 0.870189)",Body
3915,68Y,"(0.31528, 0.248809, 0.541586, 0.429293)",Face
3915,68Y,"(0.085106, 0.24365299999999998, 0.6092839999999999, 0.812176)",Body
3916,09X,"(0.241779, 0.582704, 0.43326899999999996, 0.7013079999999999)",Face
3916,09X,"(0.224371, 0.582704, 0.518375, 0.937225)",Body
3916,37I,"(0.735632, 0.7814139999999999, 1.0, 1.0)",Body
3917,37I,"(0.408124, 0.269436, 0.6441009999999999, 0.8069500000000001)",Body
3917,37I,"(0.41392599999999996, 0.327449, 0.5706, 0.42671499999999996)",Face
3918,37I,"(0.408124, 0.063169, 0.572534, 0.155989)",Face
3918,37I,"(0.390716, 0.065748, 0.773694, 0.629114)",Body
3919,37I,"(0.381044, 0.49504099999999995, 0.5299809999999999, 0.614933)",Face
3919,37I,"(0.22824000000000003, 0.397064, 0.870406, 0.71291)",Body
3920,0EX,"(0.48936199999999996, 0.446052, 0.694391, 0.600752)",Face
3920,0EX,"(0.35589899999999997, 0.43702799999999997, 0.765957, 0.906285)",Body
3920,67K,"(0.46228199999999997, 0.6445839999999999, 0.613153, 0.737404)",Face
3920,67K,"(0.448743, 0.642006, 0.65764, 0.792839)",Body
3920,Unknown,"(0.0, 0.6626700000000001, 0.22988499999999998, 0.7418319999999999)",Body
3920,Unknown1,,
3921,68Y,"(0.31528, 0.32616, 0.793037, 0.785103)",Body
3921,68Y,"(0.336557, 0.327449, 0.545455, 0.49633000000000005)",Face
3922,68Y,"(0.384913, 0.052232999999999995, 0.578337, 0.39754799999999996)",Face
3922,68Y,"(0.288201, 0.043526999999999996, 0.727273, 0.945989)",Body
3923,68Y,"(0.402321, 0.10446499999999999, 0.6073500000000001, 0.380137)",Face
3923,68Y,"(0.35589899999999997, 0.101563, 0.794971, 1.0)",Body
3924,09X,"(0.5938100000000001, 0.0, 0.823985, 0.252457)",Face
3924,09X,"(0.276596, 0.008705, 0.9651839999999999, 1.0)",Body
3924,Unknown,"(0.400383, 0.034488, 0.588123, 0.304645)",Body
3924,Unknown1,,
3925,58I,"(0.390716, 0.229243, 0.5164409999999999, 0.409155)",Face
3925,58I,"(0.365571, 0.21473399999999998, 0.7311409999999999, 1.0)",Body
3926,58I,"(0.21276599999999998, 0.25396599999999997, 0.6382979999999999, 0.866321)",Body
3926,58I,"(0.27466199999999996, 0.259123, 0.450677, 0.368702)",Face
3927,58I,"(0.350097, 0.638138, 0.694391, 1.0)",Body
3927,58I,"(0.4294, 0.737404, 0.62089, 0.8766339999999999)",Face
3927,Unknown,"(0.0, 0.0, 0.201149, 0.128959)",Body
3927,Unknown1,,
3928,58I,"(0.5222439999999999, 0.14218899999999998, 0.719536, 0.406253)",Face
3928,58I,"(0.27853, 0.14218899999999998, 0.8297869999999999, 1.0)",Body
3929,58I,"(0.5164409999999999, 0.10446499999999999, 0.713733, 0.41786)",Face
3929,58I,"(0.284333, 0.098661, 0.818182, 1.0)",Body
3930,36J,"(0.172147, 0.35065399999999997, 0.42746599999999996, 0.54274)",Face
3930,36J,"(0.152805, 0.346786, 0.6150869999999999, 0.978479)",Body
3931,36J,"(0.26499, 0.225604, 0.5222439999999999, 0.40351000000000004)",Face
3931,36J,"(0.235977, 0.21529099999999998, 0.787234, 0.9191769999999999)",Body
3932,0FL,"(0.36363599999999996, 0.075447, 0.661509, 0.847328)",Body
3932,0FL,"(0.42746599999999996, 0.075447, 0.572534, 0.29018099999999997)",Face
3933,0FL,"(0.48355899999999996, 0.156698, 0.6324949999999999, 0.377235)",Face
3933,0FL,"(0.373308, 0.14799199999999998, 0.7543519999999999, 0.858935)",Body
3934,09X,"(0.20116099999999998, 0.134074, 0.541586, 0.363545)",Face
3934,09X,"(0.040618999999999995, 0.131495, 0.934236, 0.858586)",Body
3935,09X,"(0.09090899999999999, 0.251388, 0.402321, 0.46539)",Face
3935,09X,"(0.005803, 0.248809, 0.8568669999999999, 0.911442)",Body
3936,36J,"(0.680851, 0.307592, 0.789168, 0.49911099999999997)",Face
3936,36J,"(0.390716, 0.29018099999999997, 0.8549319999999999, 0.812506)",Body
3937,36J,"(0.395963, 0.300513, 0.7763979999999999, 0.906198)",Body
3937,36J,"(0.57764, 0.30983099999999997, 0.698758, 0.47755899999999996)",Face
3938,0EX,"(0.42236, 0.10250000000000001, 0.6630429999999999, 0.454264)",Face
3938,0EX,"(0.40683199999999997, 0.097841, 0.9114909999999999, 1.0)",Body
3938,67K,"(0.5031059999999999, 0.542787, 0.68323, 0.764095)",Face
3938,67K,"(0.453416, 0.540457, 0.7515529999999999, 1.0)",Body
3939,09X,"(0.199234, 0.27807499999999996, 0.951575, 1.0)",Body
3939,09X,"(0.430054, 0.31123, 0.754199, 0.5700529999999999)",Face
3939,40J,"(0.121956, 0.23957199999999998, 0.319331, 0.375401)",Face
3939,40J,"(0.080234, 0.23743299999999998, 0.49103199999999997, 0.691979)",Body
3940,09X,"(0.22946899999999998, 0.18395699999999998, 0.959598, 0.9989300000000001)",Body
3940,09X,"(0.47819399999999995, 0.187166, 0.834433, 0.4)",Face
3940,40J,"(0.003209, 0.273797, 0.41240299999999996, 0.71123)",Body
3940,40J,"(0.014442, 0.277005, 0.21823599999999999, 0.411765)",Face
3941,09X,"(0.492637, 0.13262000000000002, 0.8456659999999999, 0.346524)",Face
3941,09X,"(0.16528199999999998, 0.122995, 0.941947, 0.9497329999999999)",Body
3941,40J,"(0.035303, 0.297326, 0.40598399999999996, 0.7347589999999999)",Body
3941,40J,"(0.117142, 0.300535, 0.332169, 0.43957199999999996)",Face
3942,09X,"(0.630639, 0.161497, 0.9082479999999999, 0.394652)",Face
3942,09X,"(0.205399, 0.15508000000000002, 0.9178769999999999, 0.9465239999999999)",Body
3942,40J,"(0.07542, 0.28449199999999997, 0.29686599999999996, 0.419251)",Face
3942,40J,"(0.054558999999999996, 0.28021399999999996, 0.39796000000000004, 0.7283419999999999)",Body
3943,09X,"(0.18453799999999998, 0.185027, 0.8841779999999999, 0.9593579999999999)",Body
3943,09X,"(0.540777, 0.192513, 0.882574, 0.43208599999999997)",Face
3943,40J,"(0.056164, 0.279144, 0.39796000000000004, 0.725134)",Body
3943,40J,"(0.186143, 0.28235299999999997, 0.391542, 0.423529)",Face
3944,09X,"(0.45412399999999997, 0.171123, 0.7766649999999999, 0.39358299999999996)",Face
3944,09X,"(0.22626000000000002, 0.168984, 0.9307139999999999, 0.979679)",Body
3944,40J,"(0.178119, 0.300535, 0.38351799999999997, 0.424599)",Face
3944,40J,"(0.104304, 0.296257, 0.442891, 0.7304809999999999)",Body
3945,09X,"(0.45412399999999997, 0.21176499999999998, 0.7943159999999999, 0.43101599999999995)",Face
3945,09X,"(0.208608, 0.206417, 0.882574, 1.0)",Body
3945,40J,"(0.088257, 0.359358, 0.30488899999999997, 0.500535)",Face
3945,40J,"(0.054558999999999996, 0.357219, 0.434868, 0.788235)",Body
3946,09X,"(0.543986, 0.17754, 0.8841779999999999, 0.396791)",Face
3946,09X,"(0.282424, 0.17219299999999998, 0.937133, 0.919786)",Body
3946,40J,"(0.057768, 0.32406399999999996, 0.26798099999999997, 0.46738)",Face
3946,40J,"(0.043325999999999996, 0.322995, 0.492637, 0.71016)",Body
3947,09X,"(0.535963, 0.116578, 0.869736, 0.322995)",Face
3947,09X,"(0.32575000000000004, 0.112299, 0.9644119999999999, 0.886631)",Body
3947,40J,"(0.25193499999999996, 0.268449, 0.5792889999999999, 0.671658)",Body
3948,0FL,"(0.0, 0.24898, 0.881226, 0.58606)",Body
3948,0FL,"(0.706897, 0.279624, 0.871648, 0.46731599999999995)",Face
3948,58I,"(0.0, 0.07807499999999999, 0.9275049999999999, 1.0)",Body
3948,58I,"(0.290447, 0.081283, 0.749385, 0.40213899999999997)",Face
3948,Unknown,"(0.0, 0.0, 0.33908000000000005, 0.288561)",Body
3948,Unknown,"(0.0, 0.0, 0.16092, 0.061286999999999994)",Face
3948,Unknown1,,
3949,0FL,"(0.09472000000000001, 0.24693299999999999, 0.291925, 0.5777300000000001)",Face
3949,0FL,"(0.09472000000000001, 0.165399, 0.9891300000000001, 0.691878)",Body
3950,0FL,"(0.068323, 0.230626, 0.295031, 0.5754)",Face
3950,0FL,"(0.046584, 0.21897799999999998, 0.995342, 0.715174)",Body
3951,0FL,"(0.11801199999999999, 0.034943, 0.378882, 0.42863799999999996)",Face
3951,0FL,"(0.11646000000000001, 0.027954999999999997, 1.0, 0.796708)",Body
3952,0FL,"(0.31677000000000005, 0.081534, 0.9720500000000001, 0.9458000000000001)",Body
3952,0FL,"(0.369565, 0.083864, 0.557453, 0.405343)",Face
3953,0FL,"(0.24378899999999998, 0.123467, 0.437888, 0.451934)",Face
3953,0FL,"(0.24534199999999998, 0.079205, 0.916149, 0.8735839999999999)",Body
3954,09X,"(0.5186339999999999, 0.114148, 0.6614909999999999, 0.34710399999999997)",Face
3954,09X,"(0.354037, 0.083864, 0.76087, 0.826993)",Body
3954,0EX,"(0.364907, 0.528809, 0.995342, 1.0)",Body
3954,67K,"(0.7391300000000001, 0.826993, 0.931677, 1.0)",Body
3955,68Y,"(0.43944099999999997, 0.018636, 0.602484, 0.323808)",Face
3955,68Y,"(0.312112, 0.013977, 0.77795, 0.8130149999999999)",Body
3956,68Y,"(0.34472, 0.020966, 0.523292, 0.288865)",Face
3956,68Y,"(0.32764000000000004, 0.018636, 0.756211, 0.785061)",Body
3957,09X,"(0.371118, 0.048921, 0.8850929999999999, 0.9108569999999999)",Body
3957,09X,"(0.397516, 0.058239, 0.565217, 0.30983099999999997)",Face
3958,09X,"(0.431677, 0.15841000000000002, 0.9378879999999999, 1.0)",Body
3958,09X,"(0.475155, 0.163069, 0.639752, 0.42863799999999996)",Face
3959,0FL,"(0.302795, 0.21199, 0.557453, 0.58006)",Face
3959,0FL,"(0.282609, 0.079205, 0.7391300000000001, 0.673242)",Body
3960,0FL,"(0.248447, 0.251592, 0.506211, 0.621992)",Face
3960,0FL,"(0.24223599999999998, 0.125796, 0.725155, 0.7128439999999999)",Body
3961,0FL,"(0.46894399999999997, 0.020966, 0.6521739999999999, 0.34710399999999997)",Face
3961,0FL,"(0.281056, 0.025625, 0.658385, 1.0)",Body
3962,0FL,"(0.41770199999999996, 0.535798, 0.650621, 0.927164)",Face
3962,0FL,"(0.163043, 0.244603, 0.729814, 0.9248339999999999)",Body
3962,37I,"(0.0, 0.0, 0.12111799999999999, 0.076875)",Face
3962,37I,"(0.0, 0.0, 0.364907, 0.498525)",Body
3963,0FL,"(0.397516, 0.423979, 0.812112, 0.931823)",Body
3963,0FL,"(0.642857, 0.63131, 0.8105589999999999, 0.927164)",Face
3963,37I,"(0.37732899999999997, 0.025625, 0.506211, 0.17471699999999998)",Face
3963,37I,"(0.25621099999999997, 0.025625, 0.5854039999999999, 0.612673)",Body
3964,0FL,"(0.635093, 0.78739, 0.8027949999999999, 1.0)",Face
3964,0FL,"(0.39285699999999996, 0.517162, 0.804348, 1.0)",Body
3964,37I,"(0.391304, 0.018636, 0.5201859999999999, 0.186365)",Face
3964,37I,"(0.257764, 0.020966, 0.554348, 0.740799)",Body
3965,0FL,"(0.380309, 0.272727, 0.629034, 0.46310199999999996)",Face
3965,0FL,"(0.155654, 0.269519, 0.6322439999999999, 0.8631019999999999)",Body
3966,0EX,"(0.187747, 0.269519, 0.7237100000000001, 0.783957)",Body
3966,0EX,"(0.486218, 0.270588, 0.714082, 0.470588)",Face
3966,67K,"(0.309703, 0.42246000000000006, 0.616197, 0.7165779999999999)",Body
3966,67K,"(0.356239, 0.42246000000000006, 0.534358, 0.53369)",Face
3967,0EX,"(0.47338, 0.517647, 0.731734, 0.705882)",Face
3967,0EX,"(0.248725, 0.514439, 0.7943159999999999, 1.0)",Body
3967,67K,"(0.39796000000000004, 0.699465, 0.5792889999999999, 0.809626)",Face
3967,67K,"(0.36907599999999996, 0.697326, 0.688407, 0.968984)",Body
3968,37I,"(0.24534199999999998, 0.242274, 0.38354000000000005, 0.44028599999999996)",Face
3968,37I,"(0.169255, 0.228297, 0.48913000000000006, 0.871254)",Body
3969,68Y,"(0.17857099999999998, 0.165399, 0.622671, 1.0)",Body
3969,68Y,"(0.38509299999999996, 0.167728, 0.580745, 0.489207)",Face
3970,68Y,"(0.40683199999999997, 0.258581, 0.6521739999999999, 0.535798)",Face
3970,68Y,"(0.195652, 0.256251, 0.656832, 1.0)",Body
3971,0EX,"(0.189441, 0.051250000000000004, 0.338509, 0.28187599999999996)",Face
3971,0EX,"(0.186335, 0.048921, 0.7701859999999999, 0.7757419999999999)",Body
3971,67K,"(0.5450309999999999, 0.535798, 0.580745, 0.6685829999999999)",Face
3971,67K,"(0.532609, 0.531139, 0.704969, 1.0)",Body
3972,0EX,"(0.368012, 0.116478, 0.790373, 1.0)",Body
3972,0EX,"(0.52795, 0.416991, 0.71118, 0.6569349999999999)",Face
3972,67K,"(0.41770199999999996, 0.463582, 0.613354, 0.990062)",Body
3972,67K,"(0.42546599999999996, 0.46591099999999996, 0.548137, 0.652276)",Face
3973,40J,"(0.474985, 0.348663, 0.603359, 0.447059)",Face
3973,40J,"(0.370681, 0.345455, 0.653104, 0.6342249999999999)",Body
3973,Unknown,"(0.0, 0.732895, 0.210728, 1.0)",Body
3973,Unknown1,,
3974,26J,"(0.47819399999999995, 0.180749, 0.739757, 0.352941)",Face
3974,26J,"(0.054558999999999996, 0.003209, 0.744571, 0.95508)",Body
3975,26J,"(0.243911, 0.0, 0.587313, 0.190374)",Face
3975,26J,"(0.0, 0.0, 0.6354529999999999, 0.8438500000000001)",Body
3976,09X,"(0.162073, 0.22994699999999998, 0.795921, 0.9529409999999999)",Body
3976,09X,"(0.181329, 0.251337, 0.5118929999999999, 0.48984000000000005)",Face
3977,09X,"(0.26798099999999997, 0.236364, 0.5969409999999999, 0.47914399999999996)",Face
3977,09X,"(0.22305000000000003, 0.226738, 0.847271, 0.939037)",Body
3978,09X,"(0.231074, 0.163636, 0.662733, 0.43529399999999996)",Face
3978,09X,"(0.162073, 0.15828899999999999, 1.0, 1.0)",Body
3978,Unknown,"(0.16475099999999998, 0.435396, 0.40229899999999996, 0.688206)",Body
3978,Unknown1,,
3979,40J,"(0.44931000000000004, 0.364706, 0.698035, 0.55508)",Face
3979,40J,"(0.186143, 0.35508, 0.933923, 0.8705879999999999)",Body
3980,37I,"(0.36024799999999996, 0.270229, 0.535714, 0.531139)",Face
3980,37I,"(0.187888, 0.039602, 0.757764, 1.0)",Body
3981,37I,"(0.31366499999999997, 0.046591, 0.958075, 1.0)",Body
3981,37I,"(0.364907, 0.258581, 0.529503, 0.505514)",Face
3982,37I,"(0.39285699999999996, 0.06755699999999999, 0.723602, 0.5567639999999999)",Face
3982,37I,"(0.23602499999999998, 0.060568, 0.7282609999999999, 1.0)",Body
3983,37I,"(0.445652, 0.093182, 0.57764, 0.28187599999999996)",Face
3983,37I,"(0.357143, 0.076875, 0.8773949999999999, 0.7617649999999999)",Body
3983,40J,"(0.588509, 0.30983099999999997, 0.715839, 0.521821)",Face
3983,40J,"(0.47205, 0.30983099999999997, 0.787356, 0.964436)",Body
3984,37I,"(0.357143, 0.083864, 0.8965519999999999, 0.7338100000000001)",Body
3984,37I,"(0.427019, 0.100171, 0.565217, 0.291195)",Face
3984,40J,"(0.5, 0.451934, 0.627329, 0.659265)",Face
3984,40J,"(0.363354, 0.444945, 0.7437889999999999, 1.0)",Body
3985,37I,"(0.198758, 0.379718, 0.354037, 0.601026)",Face
3985,37I,"(0.192547, 0.27488799999999997, 0.642857, 1.0)",Body
3986,58I,"(0.453416, 0.267899, 0.5854039999999999, 0.46591099999999996)",Face
3986,58I,"(0.32919299999999996, 0.265569, 0.6630429999999999, 0.871254)",Body
3987,DF2I,"(0.248447, 0.36574, 0.400621, 0.617333)",Face
3987,DF2I,"(0.149068, 0.363411, 0.576087, 1.0)",Body
3988,DF2I,"(0.5698759999999999, 0.146762, 0.774845, 0.47988899999999995)",Face
3988,DF2I,"(0.001553, 0.146762, 0.779503, 1.0)",Body
3989,36J,"(0.220497, 0.116478, 0.664596, 0.822333)",Body
3989,36J,"(0.44254699999999997, 0.121137, 0.565217, 0.333127)",Face
3990,36J,"(0.21118, 0.17937599999999998, 0.641304, 0.8852319999999999)",Body
3990,36J,"(0.43944099999999997, 0.184035, 0.56677, 0.379718)",Face
3991,DF2I,"(0.746894, 0.298183, 0.9534159999999999, 0.7338100000000001)",Face
3991,DF2I,"(0.110248, 0.00233, 0.956522, 1.0)",Body
3992,167I,"(0.410359, 0.061073999999999996, 0.8665339999999999, 0.41025599999999995)",Face
3992,167I,"(0.0, 0.062401, 0.934263, 1.0)",Body
3993,167I,"(0.213147, 0.058418, 0.729084, 0.45407000000000003)",Face
3993,167I,"(0.0, 0.065057, 0.86255, 0.998672)",Body
3994,167I,"(0.334661, 0.099577, 0.723108, 0.43017099999999997)",Face
3994,167I,"(0.0, 0.10621499999999999, 1.0, 1.0)",Body
3995,79G,"(0.0, 0.151357, 0.880478, 1.0)",Body
3995,79G,"(0.406375, 0.150029, 0.846614, 0.43149899999999997)",Face
3996,167I,"(0.282869, 0.022570999999999997, 0.7828689999999999, 0.37573599999999996)",Face
3996,167I,"(0.135458, 0.026553999999999998, 0.9482069999999999, 1.0)",Body
3997,167I,"(0.161355, 0.0, 1.0, 0.5934769999999999)",Face
3997,167I,"(0.0, 0.0, 1.0, 1.0)",Body
3998,167I,"(0.207171, 0.104887, 0.7848609999999999, 0.536386)",Face
3998,167I,"(0.0, 0.104887, 1.0, 1.0)",Body
3999,167I,"(0.284861, 0.08497199999999999, 0.8685259999999999, 0.537714)",Face
3999,167I,"(0.033865, 0.08895499999999999, 1.0, 1.0)",Body
4000,167I,"(0.07370499999999999, 0.025226, 1.0, 1.0)",Body
4000,167I,"(0.296813, 0.026553999999999998, 0.9442229999999999, 0.473985)",Face
